Frame,Inference(ms),Process(ms),Display(ms),Total(ms),FPS
297,27.24,3.64,174.58,205.46,5.24
298,27.85,3.9,195.79,227.54,5.45
299,30.54,3.76,207.1,241.39,5.74
300,25.8,3.98,202.39,232.17,3.72
301,26.47,3.75,252.43,282.64,3.63
302,27.74,3.89,157.51,189.13,3.9
303,23.72,3.64,225.37,252.73,4.14
304,24.19,3.78,179.14,207.12,5.94
305,30.04,4.14,181.88,216.05,3.95
306,26.62,3.44,123.5,153.56,5.37
307,26.22,3.88,130,160.1,4.89
308,27.73,4.2,233.63,265.55,5
309,23.79,4.08,289.16,317.02,5.46
310,26.6,3.89,155.55,186.04,5.66
311,26.05,4.04,123.24,153.33,5.85
312,27.99,3.7,162.13,193.82,5.44
313,22.88,4.04,290.79,317.71,4.26
314,25.58,4.15,164.13,193.87,6.84
315,26.28,3.92,181.96,212.16,5.28
316,26.23,4.1,190.93,221.26,7.97
317,29.4,3.63,156.18,189.21,5.75
318,25.61,3.6,133.41,162.62,5.31
319,33.57,4.05,217.57,255.19,4.92
320,28.77,4.44,157.78,190.99,6.04
321,26.23,3.89,122.23,152.35,3.91
322,28.47,4.07,249.41,281.96,4.12
323,28.73,3.19,321.34,353.25,2.79
324,26.59,4.01,309.68,340.28,4.71
325,29.6,3.76,179.41,212.76,4.48
326,25.22,4.33,267.98,297.53,4.89
327,28.44,4.05,149.82,182.31,4.66
328,27.01,3.89,221.74,252.64,6.14
329,27.83,3.74,138.91,170.47,6.52
330,27.7,4.17,185.67,217.54,3.38
331,27.27,4.17,124.65,156.09,5.41
332,31.3,3.68,151.56,186.54,5.6
333,26.02,4.14,111.61,141.77,4.38
334,25.6,4.1,186.21,215.92,5.5
335,27.05,3.93,181.57,212.55,3.63
336,29.91,4.06,122.76,156.73,6.05
337,27.31,4,297.84,329.14,3.64
338,27.08,3.63,166.09,196.8,6.48
339,26.08,3.95,161.9,191.93,3.27
340,26.23,3.84,208.27,238.34,5.7
341,29.43,3.62,201.69,234.74,6.63
342,27.1,3.69,127,157.79,3.49
343,27.75,3.48,200.79,232.02,5.05
344,25.79,3.47,127.75,157.01,7.47
345,28.83,3.74,183.32,215.89,4.12
346,29.75,4.13,205.27,239.14,5.28
347,25.32,3.57,218.57,247.46,4.78
348,25.37,3.59,113.63,142.59,4.69
349,25.49,4.31,184.44,214.24,2.43
350,29.36,3.65,124.11,157.12,6.26
351,25.25,3.88,164.34,193.46,3.82
352,26.52,3.99,190.81,221.31,5.51
353,25.2,3.82,187.2,216.23,5.31
354,30.71,3.86,115.01,149.58,5.63
355,26.13,3.68,200.07,229.88,4.85
356,30.66,3.72,170.23,204.6,4.18
357,27.17,3.94,156.58,187.7,3.97
358,26.21,3.59,123.43,153.23,5.77
359,28.87,4.2,297.89,330.97,5.71
360,27.15,3.45,189.11,219.71,6.39
361,30.13,3.92,162.65,196.71,4.25
362,26.78,3.62,148.89,179.29,4.19
363,26.3,3.98,172.19,202.47,3.49
364,26.29,3.64,162.4,192.33,4.95
365,29.79,4.01,177.78,211.57,5.81
366,27.75,4.06,137.64,169.44,6.19
367,25.71,4.08,258.37,288.16,5.2
368,24.27,3.76,196.68,224.71,5.93
369,27.66,4.22,185.12,217.01,5.37
370,25.3,3.88,183.52,212.7,5.08
371,23.59,3.86,203.05,230.49,4.27
372,29.47,4,113.04,146.51,7.3
373,24.69,3.49,220.3,248.48,3.41
374,23.55,3.82,193.47,220.84,4.48
375,26.95,3.95,113.39,144.29,4.88
376,26.61,3.73,155.06,185.41,3.86
377,25.43,3.86,118.7,147.99,4.12
378,27.68,4.26,204.81,236.74,3.77
379,26.62,3.68,122.85,153.15,5.77
380,31.76,4.06,125.7,161.52,4.98
381,26.83,3.72,166.35,196.91,7.51
382,24.61,3.89,287.77,316.26,5.72
383,27.85,3.99,94.22,126.07,5.39
384,28.02,4.06,123.82,155.9,4.89
385,26.54,3.96,116.04,146.54,6.27
386,23.8,4.04,157.59,185.43,2.99
387,30.42,3.83,110.51,144.75,6.3
388,24.63,3.77,202.02,230.41,4.58
389,29.05,4.11,194.99,228.15,2.88
390,29.77,3.44,209.2,242.41,3.79
391,26.59,3.78,164.83,195.2,6.58
392,29.04,3.81,168.1,200.95,5.37
393,29.22,3.91,121.24,154.37,7.69
394,25.02,4.08,175.43,204.53,4.34
395,30.26,3.92,230.41,264.59,5.09
396,27.91,3.82,144.44,176.17,4.97
397,22.77,4.06,181.91,208.74,3.36
398,27.64,3.94,165.69,197.27,4.98
399,26.08,3.9,147.39,177.36,5.37
400,28.15,4.24,163.03,195.42,4.87
401,25.91,4.09,138.18,168.18,6.86
402,25.92,4.49,237.57,267.97,4.49
403,25.1,3.42,128.97,157.48,5.03
404,27.69,4.17,168.04,199.9,3.42
405,28.3,4.21,198.94,231.45,4.23
406,27.22,3.71,166.39,197.32,3.02
407,26.62,3.84,114.13,144.6,5.13
408,27.43,3.89,132.02,163.34,5.61
409,29.41,3.76,104.6,137.77,5.86
410,25.09,3.79,276.71,305.59,5.23
411,24.48,4.64,243.3,272.41,5.07
412,24.76,3.87,184.92,213.55,4.86
413,23.85,4.01,221.94,249.8,4.96
414,25.14,3.96,173.48,202.58,3.63
415,29.58,3.89,146.1,179.57,5.09
416,23.73,3.61,154.19,181.53,4.06
417,26.71,4.09,156.4,187.2,5.07
418,28.6,3.86,200.03,232.49,3.84
419,27.25,3.51,184.55,215.31,6.22
420,29.03,3.91,106.67,139.6,7.02
421,26.03,3.94,174.93,204.9,3.86
422,26.21,4.14,269.73,300.08,4.24
423,26.43,3.56,220.78,250.77,4.42
424,28.37,3.84,229.77,261.98,5.05
425,32.85,3.71,139.52,176.08,6.38
426,27.21,3.68,179.5,210.39,3.31
427,26.74,3.92,211.27,241.93,4.99
428,25.24,3.77,165.99,195,6.93
429,30.81,3.99,115.9,150.7,3.49
430,26.43,3.66,128.43,158.53,6.65
431,25.96,3.84,172.47,202.26,4.13
432,26.8,3.94,138.09,168.82,3.72
433,30.98,3.97,244.32,279.27,7.08
434,26.07,3.91,155.19,185.18,6.78
435,27.18,3.86,164.7,195.73,2.78
436,22.05,3.74,118.9,144.68,6.57
437,29.25,4.24,204.33,237.81,5.93
438,26.64,3.92,183.69,214.25,5.9
439,29.11,3.61,161.81,194.52,4.31
440,28.53,3.41,192.03,223.98,5.82
441,27.56,4.15,218.49,250.19,6.04
442,26.3,3.57,171.93,201.81,4.95
443,27.36,3.91,183.82,215.09,7.19
444,24.47,3.59,188.81,216.87,2.25
445,27.69,3.9,100.1,131.69,5.25
446,28.37,3.94,132.29,164.6,4.33
447,27.4,4.05,103.58,135.03,6.36
448,27.3,3.85,162.96,194.11,6.06
449,25.98,3.85,189.94,219.77,4.49
450,26.9,3.62,98.31,128.83,5.5
451,24.97,3.81,183.22,212,3.34
452,26.11,3.88,106.19,136.18,6.42
453,31.48,3.88,151.86,187.22,3.17
454,27.41,3.83,182.68,213.92,4.83
455,28.23,3.62,170.02,201.87,4.27
456,27.17,3.57,199.16,229.9,6.55
457,27.36,4.22,156.74,188.32,4.31
458,27.51,4.01,123.99,155.5,6.88
459,26.73,4.42,237.08,268.23,6.46
460,28.45,3.96,155.47,187.88,2.68
461,25.75,4.02,102.18,131.96,7.44
462,24.17,3.66,125.78,153.61,3.62
463,27.63,4.21,114.63,146.47,4.96
464,29.53,3.44,119.63,152.61,5.97
465,25.89,4.02,215.06,244.97,5.98
466,28.84,3.89,171.76,204.5,5.64
467,28.61,4.21,188.77,221.59,5.34
468,30.44,3.84,75.16,109.44,4.3
469,31.07,3.88,196.22,231.17,5.5
470,28.42,3.42,193.45,225.29,4.83
471,26.98,3.43,99.27,129.68,5.44
472,23.9,3.95,181.2,209.06,2.62
473,29.24,4.13,222.54,255.91,7.95
474,29.56,3.94,137.99,171.48,6.28
475,26.7,3.84,214.79,245.32,5.22
476,27.95,3.94,109.44,141.33,5.67
477,25.11,3.92,141.19,170.22,5.92
478,26,4.02,156.47,186.49,5.77
479,24.51,3.65,93.95,122.1,5.94
480,27.78,3.93,180.62,212.33,5.54
481,26.41,3.63,171.72,201.76,4.95
482,29.8,4.13,98.22,132.15,3.73
483,27.71,3.62,149.9,181.23,4.87
484,27.96,3.82,126.59,158.37,5.57
485,27.25,4.01,141.83,173.09,6.35
486,30.48,3.56,130.48,164.53,5.75
487,30.22,3.68,200.1,234,4.89
488,26.88,4.39,211.48,242.75,5.3
489,27.84,4.09,150.36,182.29,4.02
490,30.14,3.95,123.61,157.7,5.79
491,24.81,4.02,185.17,213.99,4.76
492,27.85,3.47,190.89,222.21,3.88
493,26.51,4.01,136.21,166.74,4.9
494,30.26,4.32,85.99,120.57,5.42
495,28.32,3.75,159.06,191.13,6.33
496,23.65,4.29,220.06,248.01,5.17
497,26.37,3.76,187.35,217.48,3.01
498,30.12,3.9,112.34,146.36,5.01
499,29.07,3.56,222.44,255.06,4.98
500,25.08,3.97,212.25,241.3,4.19
501,25.21,3.9,104.45,133.56,4.28
502,27.39,3.82,119.83,151.03,6.41
503,27.12,3.67,150.42,181.21,5.62
504,26.7,3.92,239.9,270.52,6.41
505,26.4,3.72,151.16,181.28,6.1
506,26.02,4.13,141.62,171.76,5.13
507,31.88,3.93,236.08,271.88,5.62
508,26.48,3.76,304.92,335.15,5.1
509,25.87,4.1,148.56,178.53,4.66
510,28.27,3.77,103.8,135.84,3.62
511,27.02,4.09,120.09,151.2,4.73
512,25.33,3.9,148.19,177.42,6.57
513,26.71,3.43,244.54,274.68,3.52
514,27.11,4.01,114.24,145.35,5.58
515,28.12,3.86,165.76,197.73,3.77
516,27.87,4,146.86,178.73,4.43
517,25.14,3.92,196.88,225.93,5.63
518,28.48,3.92,121.49,153.89,5.13
519,29.07,3.88,95.12,128.07,5.85
520,25.01,4.54,142.03,171.58,4.74
521,25.63,3.99,107.15,136.77,5.22
522,26.87,3.46,128.79,159.11,4.89
523,27.68,3.52,111.58,142.78,4.97
524,27.76,3.97,126.53,158.26,6.33
525,27.14,3.74,276.58,307.46,5.96
526,24.28,4.12,168.94,197.34,3.7
527,29.31,3.94,105.47,138.73,5.81
528,25.19,3.96,164.56,193.71,6.34
529,30.01,3.66,158.02,191.68,4.6
530,29.63,4,130.24,163.88,4.81
531,24.93,3.91,308.36,337.21,4.43
532,27.96,3.65,151.67,183.28,4.72
533,30.03,3.65,128.83,162.52,5.08
534,28.44,4.25,114.41,147.1,5.68
535,23.73,4,118.59,146.32,5.3
536,27.15,3.78,114.49,145.42,5.73
537,28.95,3.74,149.59,182.28,5.86
538,30.69,3.87,153.17,187.74,5.51
539,26.95,3.94,150.08,180.97,7.28
540,23.8,3.56,402.97,430.32,4.65
541,31.74,3.84,247.62,283.2,6.97
542,26.98,3.39,198.73,229.1,3.7
543,30.2,3.86,235.68,269.75,4.78
544,26.7,4.21,147.4,178.3,5.23
545,28.36,3.57,204.2,236.13,4.81
546,25.82,3.84,196.45,226.1,6.24
547,25.86,3.82,156,185.68,2.96
548,30.96,3.61,119.01,153.57,4.47
549,29.16,3.76,148.11,181.04,4.34
550,27.17,3.56,138,168.73,1.19
551,29.15,3.64,185.08,217.88,3.67
552,25.83,3.91,186.79,216.53,6.86
553,27.23,3.96,123.99,155.18,4.63
554,27.44,3.79,244.64,275.87,3.67
555,25.67,4.18,218.25,248.1,6
556,25.4,4.04,233.84,263.28,3.16
557,23.34,4.33,212.34,240,6.27
558,25.24,3.84,118.22,147.3,6.32
559,30.99,3.63,175.63,210.25,5.02
560,23.57,3.83,298.97,326.36,5.47
561,27.16,4.34,123.51,155.01,7.85
562,27.54,3.64,178.2,209.38,5.28
563,26.71,4.07,101.23,132.01,7.71
564,29.03,3.63,148.02,180.68,5.49
565,26.66,3.78,113.61,144.06,5.32
566,29.19,3.75,132.56,165.5,2.59
567,28.36,3.66,202.23,234.25,4.87
568,24.44,4.05,91.57,120.06,5.23
569,29.62,4.2,69.21,103.04,7.15
570,26.58,4.08,251.65,282.31,5.97
571,23.54,3.88,117.73,145.15,6.07
572,28.2,3.52,139.77,171.5,4.98
573,26.64,3.9,207.57,238.1,6.39
574,30.58,4.01,129.81,164.41,6.85
575,29.49,3.85,210.82,244.15,4.62
576,25.37,4.18,147.93,177.48,5.17
577,29.18,3.82,152.16,185.17,4.97
578,25.8,3.73,175.69,205.21,4.58
579,23.82,4.1,230.22,258.13,3.93
580,25.96,4.07,197.06,227.09,6.66
581,24.49,4.22,162.24,190.95,5.84
582,27.2,3.99,141.03,172.22,5.09
583,31.21,3.68,207.9,242.79,3.7
584,27.39,3.27,169.97,200.63,6.27
585,28.18,3.47,162.06,193.71,5.71
586,25.16,3.73,197.91,226.81,5.03
587,26.12,4.18,137.02,167.31,2.94
588,28.35,4.15,113.06,145.57,3.25
589,27.09,3.78,136.59,167.45,4.17
590,25.74,4.06,172.89,202.69,3.91
591,29.29,3.55,158.77,191.62,6
592,27.52,4.16,120.36,152.04,5.86
593,31.46,3.8,110.25,145.52,6.51
594,28.59,4.02,116.28,148.89,4.09
595,24.89,3.99,154.98,183.87,4.83
596,27.47,3.98,252.57,284.01,5.31
597,24.75,3.59,116.64,144.98,5.6
598,31.36,3.73,175.91,211.01,6.29
599,25.19,4.11,110.67,139.97,6.8
600,29.52,3.99,113.87,147.38,7.62
601,29.19,3.62,134.7,167.51,4.53
602,25.82,3.96,245.44,275.22,5.48
603,27.91,3.63,197.4,228.94,4.32
604,27.76,3.58,166.52,197.85,6.39
605,28.94,3.73,173.85,206.52,4.62
606,27.59,3.85,201.95,233.39,5.11
607,25.85,3.59,270.8,300.24,5.54
608,28.38,4.08,114.36,146.82,4.82
609,28.39,3.7,156.39,188.49,6.76
610,25.31,3.86,163.07,192.24,4.3
611,22.48,3.97,127.29,153.74,6.27
612,28.45,4.3,202.67,235.41,4.85
613,28,4.01,144.21,176.22,2.94
614,28.12,3.8,203.5,235.42,5.09
615,29.95,3.64,120.92,154.51,5.59
616,29.03,3.58,205.5,238.11,6.78
617,29.89,3.64,261.44,294.97,7.1
618,28.84,3.83,98.16,130.83,5.75
619,27.53,4.15,192.91,224.59,3.13
620,24.7,3.84,239.16,267.69,5.55
621,30.4,3.74,107.84,141.99,4.52
622,26.8,3.9,161.37,192.07,5.03
623,25.98,4.25,196.89,227.12,3.8
624,28.54,3.69,128.11,160.34,4.74
625,23.45,3.98,189.97,217.39,4.67
626,25.71,3.78,240.84,270.34,5.34
627,25.93,3.92,199.07,228.92,5.33
628,25.87,4.02,272.98,302.87,4
629,31.22,4.19,121.54,156.95,3.36
630,27.06,3.86,152.77,183.69,3.37
631,25.91,4.13,133.22,163.27,3.48
632,27.13,3.96,142.79,173.88,5.48
633,28.99,3.57,154.99,187.55,5.55
634,23.3,3.82,174.87,202,5.68
635,27.46,4.41,139.71,171.58,3.63
