Frame,Inference(ms),Process(ms),Display(ms),Total(ms),FPS
48,23.33,15.5,8.15,46.99,21.14
49,24.87,16.08,8.28,49.22,19.69
50,22.76,15.77,8.11,46.64,21.34
51,22.79,15.84,8.17,46.8,21.81
52,25.18,15.8,8.26,49.25,21.1
53,20.97,16.33,8.22,45.52,21.73
54,20.1,16.65,8.09,44.85,21.87
55,21.72,16.43,8.22,46.36,21.39
56,24.47,15.14,8.29,47.9,21.61
57,25.88,15.96,8.36,50.2,20.86
58,20.33,15.46,8.11,43.89,21.89
59,21.99,15.58,8.19,45.76,21
60,21.77,15.94,8.09,45.8,20.03
61,24.98,16.41,8.23,49.62,21.39
62,20.94,15.7,8.12,44.76,20.84
63,18.71,16.31,8.17,43.2,20.96
64,23.3,15.92,8.19,47.4,21.53
65,22.23,15.94,8.21,46.38,20.95
66,22.04,15.98,8.12,46.14,20.92
67,23.1,16.36,8.25,47.71,20.82
68,23.33,16.74,8.2,48.27,23.01
69,21.51,15.77,8.14,45.42,22.22
70,24.04,15.57,8.34,47.95,23.4
71,21.43,15.85,8.15,45.43,20.82
72,23.2,15.51,8.15,46.87,20.44
73,21.66,15.7,8.19,45.55,21.26
74,21.19,15.29,8.14,44.62,18.82
75,23.66,16.44,8.2,48.31,20.61
76,21.56,15.95,8.21,45.72,21.8
77,25.59,16.28,8.26,50.13,20.16
78,23.11,15.66,8.13,46.91,20.05
79,21.78,16.44,8.21,46.43,21.72
80,20.84,16,8.16,45,21.48
81,21.77,15.97,8.15,45.89,20.92
82,23.37,16.48,8.21,48.05,21.18
83,21.92,15.58,8.04,45.54,21.56
84,26.33,15.91,8.32,50.56,22.23
85,20.58,16.42,8.11,45.1,20.92
86,22.42,15.52,8.11,46.04,22.51
87,21.34,16.12,8.14,45.6,22.05
88,20.25,16.06,8.14,44.45,21.82
89,20.29,16.13,8.21,44.62,21.35
90,21.67,15.95,8.22,45.84,21.95
91,23.46,15.73,8.13,47.33,20.29
92,26.65,16.48,8.24,51.38,20.37
93,20.65,16.11,8.07,44.83,19.27
94,27.01,15.4,8.23,50.63,20.19
95,24.53,16.42,8.25,49.2,21.39
96,23.09,16.21,8.2,47.5,21.26
97,21.15,16.03,8.15,45.34,20.61
98,28.07,16.12,8.35,52.54,22.06
99,19.86,16.23,8.08,44.17,22.16
100,21.18,16.08,8.14,45.4,23.22
101,27.1,15.26,8.22,50.58,21.54
102,23.06,16.14,8.24,47.44,21.06
103,20.33,15.57,8.02,43.92,20.04
104,26.27,16.6,8.31,51.19,19.28
105,25.96,16.18,8.29,50.44,21.49
106,25.01,16.35,8.25,49.61,19.58
107,22.88,16.36,8.18,47.41,19.97
108,21.65,16.11,8.18,45.94,19.3
109,22.65,16.03,8.22,46.9,19.19
110,27.3,16.34,8.31,51.95,19.64
111,26.36,15.8,8.3,50.46,22.93
112,25.82,15.23,8.32,49.37,21.93
113,23.08,15.6,8.18,46.86,19.24
114,25.64,15.61,8.27,49.51,21.48
115,26.85,15.87,8.29,51.01,20
116,19.7,16.08,8.12,43.9,22.58
117,23.72,15.07,8.18,46.97,20.14
118,20.61,16.04,8.07,44.72,22.86
119,23.83,16.28,8.33,48.44,21.79
120,24.61,16.33,8.22,49.16,21.43
121,22.52,16.55,8.17,47.24,21.07
122,23.32,15.92,8.15,47.39,21.4
123,24.81,16.15,8.26,49.22,21.23
124,21.19,15.78,8.12,45.08,21.28
125,21.91,15.43,8.03,45.37,20.2
126,24.83,15.88,8.24,48.95,22.58
127,25.72,15.22,8.36,49.31,22
128,22.53,16.28,8.28,47.1,21.7
129,20.18,16.03,8.19,44.4,19.95
130,22.37,15.22,8.09,45.68,19.97
131,25.41,15.65,8.29,49.35,21.65
132,23.76,15.62,8.22,47.59,19.93
133,25.21,15.18,8.21,48.6,21
134,22.53,16.38,8.2,47.12,20.96
135,21.78,15.5,8.1,45.38,22
136,24.5,16.51,8.25,49.26,20.55
137,23.41,15.86,8.29,47.55,21.21
138,21.95,15.9,8.12,45.97,21.4
139,22.18,16.01,8.17,46.36,22.55
140,22.56,15.52,8.1,46.18,21.15
141,24.78,15.76,8.15,48.7,19.14
142,22.81,15.57,8.21,46.59,21.52
143,23.16,16.1,8.33,47.59,20.29
144,25.2,16.09,8.34,49.64,21.98
145,24.17,15.98,8.24,48.39,21.88
146,23.36,15.72,8.17,47.25,21.39
147,22.01,16.19,8.17,46.37,19.28
148,23.51,16.5,8.16,48.17,19.67
149,20.11,16.5,8.13,44.74,22.3
150,22.28,15.68,8.13,46.09,21.61
151,21.12,16.76,8.2,46.09,20.19
152,27.49,15.76,8.26,51.51,20.9
153,21.86,15.95,8.07,45.88,21.4
154,24.01,15.45,8.28,47.74,22.41
155,25.74,16.24,8.26,50.25,22.63
156,22.91,15.19,8.22,46.32,20.5
157,24.04,15.86,8.2,48.1,20.32
158,21.35,16.19,8.16,45.71,21.88
159,22.28,16.11,8.11,46.5,20.38
160,27.1,16.1,8.15,51.35,20.52
161,21.91,16.02,8.18,46.11,19.8
162,20.28,15.82,8.11,44.22,21.14
163,21.99,16.34,8.13,46.45,21.88
164,20.93,15.78,8.14,44.85,23.21
165,23.81,15.66,8.17,47.65,21.39
166,26.35,16.34,8.34,51.03,21.66
167,25.07,16.14,8.27,49.49,21.92
168,26.1,16.58,8.29,50.97,19.15
169,22.49,15.61,8.15,46.25,21.05
170,22.68,16.41,8.28,47.37,22.22
171,21.07,16.39,8.14,45.61,20.05
172,23.73,15.74,8.16,47.63,21.56
173,23.46,15.2,8.19,46.85,21.23
174,21.85,16.5,8.21,46.56,21.95
175,20.63,16.12,8.12,44.87,20.86
176,24.43,15.62,8.21,48.26,20.63
177,22.85,15.91,8.16,46.92,20.23
178,25.34,16.25,8.28,49.87,19.37
179,21.13,16.32,8.17,45.62,22.11
180,22.81,15.18,8.24,46.23,21.6
181,22.39,17.16,8.21,47.77,21.2
182,23.26,16.33,8.19,47.77,21.77
183,24.63,15.77,8.19,48.6,21.84
184,24.75,16.22,8.28,49.24,21.46
185,22.36,16.43,8.24,47.03,20.28
186,21.83,16.03,8.15,46.02,20.18
187,22.45,15.7,8.19,46.33,23.73
188,23.78,15.42,8.2,47.4,20.28
189,20.53,16.31,8.1,44.95,21.73
190,19.89,15.51,8.03,43.43,21.15
191,23.74,16.05,8.18,47.97,21.19
192,21.84,15.86,8.18,45.88,20.14
193,25.79,16.41,8.27,50.46,21.46
194,24.26,16.18,8.26,48.71,21.15
195,22.31,15.74,8.04,46.09,20.7
196,26.08,15.71,8.44,50.23,21.69
197,25.59,15.99,8.25,49.83,22.41
198,27.56,16.62,8.26,52.45,21.57
199,24.66,16.25,8.35,49.26,22.05
200,19.17,15.97,8.12,43.25,21.8
201,25.59,16.21,8.26,50.06,21.23
202,25.58,15.97,8.25,49.8,20.96
203,24.13,16.03,8.24,48.4,22.57
204,24.62,16.16,8.16,48.94,19.1
205,23.53,16.3,8.26,48.09,20.78
206,22.34,15.85,8.18,46.37,20.75
207,24.38,15.87,8.29,48.55,21.14
208,19.88,15.59,8.14,43.61,20.31
209,19.03,15.12,8.17,42.33,21.11
210,24.73,15.5,8.17,48.4,21.94
211,23.12,15.67,8.17,46.96,22.39
212,24.23,16.21,8.25,48.69,20.92
213,20.08,16.37,8.05,44.5,20.38
214,22.85,16.15,8.18,47.19,21.46
215,20.95,16.39,8.17,45.5,21
216,26.24,16,8.29,50.53,20.47
217,22.85,15.45,8.26,46.56,21.41
218,22.64,15.32,8.13,46.1,20.66
219,27.17,15.49,8.29,50.95,21.31
220,21.46,15.71,8.15,45.31,20.57
221,23.43,15.49,8.18,47.1,21.57
222,24.92,15.73,8.24,48.88,20.3
223,22.07,16.02,8.22,46.3,21.17
224,25.74,16.43,8.24,50.42,23.24
225,20.62,15.95,8.14,44.71,21.48
226,23.25,15.28,8.15,46.69,21.21
227,19.55,15.63,8.12,43.3,20.59
228,23.45,15.26,8.27,46.99,19.69
229,24.31,15.44,8.2,47.96,21.48
230,27.77,15.53,8.31,51.61,21.49
231,22.59,16.32,8.18,47.09,22.45
232,23.92,15.85,8.26,48.03,20.33
233,23.26,16.15,8.19,47.6,20.52
234,20.69,14.95,8.17,43.81,20.32
235,24.36,15.4,8.21,47.97,21.02
236,21.4,15.76,8.2,45.37,23.28
237,20.71,15.47,8.1,44.28,18.82
238,22.59,15.2,8.18,45.96,20.93
239,21.69,15.65,8.18,45.52,21.46
240,22.79,15.88,8.19,46.87,20.44
241,25.92,15.74,8.23,49.88,20.75
242,23.65,15.87,8.21,47.73,21.89
243,19.3,15.62,8.13,43.05,21.47
244,23.64,16.36,8.22,48.22,21.36
245,22.31,15.74,8.19,46.24,21.73
246,23.28,15.71,8.22,47.21,20.49
247,25.05,16.15,8.24,49.44,21.19
248,22.23,16.27,8.21,46.7,21.02
249,22.18,15.85,8.1,46.13,19.95
250,23.01,16.1,8.21,47.33,19.45
251,22.89,16.13,8.24,47.25,20.05
252,25.43,15.58,8.23,49.24,23.06
253,22.75,16.23,8.2,47.19,20.78
254,25.08,16.06,8.21,49.35,20.58
255,23.63,16.29,8.19,48.11,21.18
256,23.97,16.12,8.28,48.38,22.99
257,23.73,16.01,8.28,48.02,23.2
258,23.81,16.37,8.24,48.41,20.36
259,24.6,15.7,8.21,48.51,21.54
260,22.74,15.32,8.12,46.18,23.47
261,24.76,15.51,8.14,48.41,22.33
262,25.8,16.04,8.4,50.24,21.11
263,20.38,16.16,8.1,44.64,20.56
264,20.82,16.17,8.17,45.16,20.42
265,22.64,15.76,8.22,46.62,20.34
266,22.43,16.44,8.15,47.02,22.95
267,23.51,15.94,8.22,47.67,21.75
268,19.46,15.93,8.1,43.5,20.89
269,25.07,16.3,8.22,49.58,23.87
270,25.28,15.22,8.19,48.69,21.7
271,23.11,16.07,8.16,47.35,21.35
272,23.15,15.4,8.14,46.69,22.09
273,21.73,15.99,8.17,45.89,22.51
274,21.07,16.8,8.14,46.01,20.49
275,21.03,15.5,8.14,44.68,23.16
276,24.88,15.83,8.29,49,22.34
277,26.69,15.48,8.34,50.51,19.7
278,23.1,16.09,8.26,47.44,20.54
279,20.41,15.2,8.09,43.7,21.53
280,22.51,15.23,8.08,45.82,21.7
281,21.16,15.78,8.16,45.1,20.97
282,21.7,16.25,8.14,46.09,22.51
283,21.36,15.83,8.05,45.24,19.44
284,24.09,15.41,8.2,47.7,22
285,21.27,16.42,8.17,45.86,23.17
286,22.06,16.21,8.19,46.45,19.44
287,22.21,15.98,8.24,46.43,21.15
288,22.83,15.99,8.13,46.94,21.15
289,23.1,16.78,8.22,48.1,20.71
290,26.42,16.65,8.31,51.37,21.66
291,23.69,16.26,8.17,48.12,19.71
292,26.19,15.91,8.25,50.35,19.63
293,28.04,16,8.2,52.24,19.4
294,22.59,15.84,8.23,46.66,22.23
295,22.06,16.21,8.22,46.5,20.41
296,23.85,16.04,8.28,48.16,21.69
297,23.7,15.92,8.23,47.86,19.55
298,20.04,16.22,8.11,44.37,20.87
299,21.94,16.49,8.16,46.59,18.71
300,22.92,15.62,8.19,46.74,20.94
301,19.48,15.75,8.14,43.37,20.98
302,23.17,15.15,8.21,46.52,18.91
303,22.63,16.43,8.17,47.24,20.32
304,23.43,15.72,8.18,47.33,19.53
305,22.88,15.04,8.22,46.14,19.81
306,24.51,15.85,8.29,48.64,20.36
307,22.73,15.62,8.18,46.54,21.21
308,22.63,15.66,8.16,46.44,21.52
309,20.56,16.11,8.03,44.7,20.59
310,24.01,16.59,8.26,48.86,22.18
311,18.35,16.02,8.15,42.52,20.53
312,19.48,15.7,8.12,43.3,21.16
313,26.29,15.91,8.31,50.5,22.71
314,24.73,16.21,8.2,49.14,21.13
315,24.96,15.95,8.21,49.11,20.89
316,21.72,16.64,8.16,46.52,20.85
317,25.85,16.39,8.3,50.54,20.4
318,21.02,15.77,8.14,44.93,20.19
319,21.65,15.69,8.17,45.5,19.99
320,23.72,16.02,8.16,47.91,22.31
321,24.46,16.19,8.23,48.88,21.74
322,20.62,16.28,8.11,45,19.39
323,24.33,15.45,8.18,47.96,19.04
324,26.44,16.46,8.3,51.2,20.35
325,20.35,16.52,8.16,45.03,21.1
326,22.61,16.06,8.17,46.83,21.71
327,21.01,16.22,8.19,45.42,21.46
328,25.2,16.09,8.25,49.53,20.92
329,21.67,16.25,8.14,46.07,22
330,20.87,15.18,8.16,44.2,21.01
331,23.13,15.98,8.14,47.25,20.3
332,19.89,16.19,8.14,44.22,22.04
333,23.14,16.29,8.19,47.61,20.33
334,22.82,15.71,8.19,46.71,21.69
335,23.43,15.46,8.21,47.1,21.16
336,22.2,15.52,8.08,45.8,19.36
337,26.45,15.67,8.29,50.41,20.87
338,22.68,16.28,8.24,47.2,21.92
339,22.77,16.46,8.16,47.39,20.63
340,18.73,15.91,8.13,42.78,21.46
341,19.98,15.33,8.09,43.4,22.16
342,23.66,15.53,8.14,47.33,23.41
343,25.46,15.94,8.24,49.65,22.14
344,25.5,15.41,8.24,49.15,20.29
345,24.19,15.74,8.2,48.13,20.21
346,20.73,15.71,8.25,44.7,20.45
347,21.44,15.65,8.06,45.15,22.69
348,22.93,15.53,8.17,46.64,20.86
349,23.04,15.8,8.17,47.02,20.38
350,24.56,15.45,8.23,48.24,21.08
351,21.55,15.95,8.17,45.67,22.51
352,23.74,15.88,8.26,47.88,21.17
353,25.37,15.78,8.29,49.44,21.05
354,21.27,16.25,8.11,45.63,21.19
355,22.84,16.04,8.18,47.06,21.37
356,24.85,15.79,8.24,48.88,21.64
357,23.03,16.28,8.21,47.52,20.49
358,18.8,16.06,8.13,43,21.93
359,24.17,15.89,8.21,48.27,19.97
360,20.16,15.32,8.17,43.65,19.35
361,20.28,16.08,8.15,44.51,21.26
362,25.01,15.86,8.21,49.07,19.9
363,27.04,15.73,8.29,51.06,20.11
364,23.48,15.43,8.19,47.1,20.88
365,26.31,16.23,8.09,50.64,22.22
366,25.72,16.09,8.34,50.16,21.62
367,21.48,15.34,8.28,45.1,19.85
368,22.76,16.02,8.2,46.98,20.41
369,22.71,16.17,8.18,47.06,19.25
370,24.76,16.5,8.25,49.51,22.31
371,24.3,15.94,8.22,48.46,22.42
372,26.13,16.08,8.27,50.48,21.4
373,23.49,16.03,8.17,47.69,21.34
374,22,15.92,8.15,46.06,20.94
375,23.9,16.63,8.28,48.81,21.16
376,23.57,15.7,8.25,47.52,19.9
377,25.11,15.99,8.3,49.4,21.81
378,22.43,16.28,8.18,46.89,20.31
379,23.26,16.22,8.24,47.72,20.52
380,22.72,15.84,8.18,46.74,20.27
381,26.54,16.11,8.26,50.91,20.01
382,25.25,16.65,8.27,50.16,22.26
383,22.77,16.05,8.21,47.03,20.95
384,26.7,15.85,8.34,50.9,20.2
385,22.12,15.54,8.2,45.86,20.29
386,21.51,15.02,8.15,44.69,21.81
387,24.49,15.92,8.26,48.67,21.46
388,23.07,15.81,8.22,47.1,22.08
389,25.93,15.46,8.26,49.64,20.27
390,22.73,15.88,8.2,46.81,22.98
391,25.36,16.3,8.34,50,22.45
392,24.29,15.82,8.4,48.51,20.76
393,23.97,15.65,8.22,47.83,22.7
394,21.71,15.77,8.09,45.58,21.5
395,24.02,16.15,8.26,48.44,20.74
396,20.34,15.29,8.11,43.73,20.97
397,20.6,15.68,8.18,44.46,20.29
398,24.73,15.7,8.26,48.69,20.95
399,20.53,15.52,8.14,44.19,21.45
400,20.76,16.06,8.13,44.95,21.08
401,25.51,15.79,8.29,49.59,20.45
402,23.99,15.34,8.28,47.61,21.31
403,23.35,16.23,8.2,47.79,20.47
404,24.3,15.92,8.3,48.53,21.65
405,23.23,16.3,8.13,47.66,20.82
406,21.3,15.62,8.11,45.03,18.68
407,24.94,15.75,8.34,49.04,22.1
408,25.91,15.19,8.19,49.29,20.63
409,25.43,16.52,8.33,50.27,20.37
410,23.36,15.97,8.13,47.46,22
411,20.64,16.14,8.09,44.86,19.98
412,22.08,15.66,8.15,45.89,20.85
413,20.81,15.8,8.13,44.75,18.62
414,21.71,15.84,8.16,45.72,21.7
415,24.33,16.14,8.24,48.71,21.91
416,18.7,16.24,8.08,43.02,21.45
417,20.83,16.14,8.15,45.12,21.23
418,22.2,16.23,8.19,46.62,22.9
419,21.85,16.01,8.14,46,22.05
420,26.17,16.48,8.28,50.94,22.44
421,23.15,16.33,8.28,47.76,21.37
422,23.28,15.71,8.17,47.16,20.94
423,26.18,16.19,8.25,50.62,22.15
424,24.83,16.63,8.28,49.75,20.73
425,28.4,16.09,8.25,52.73,20.9
426,24.59,15.56,8.21,48.36,20.94
427,25.01,16.13,8.34,49.49,22.23
428,24.78,15.63,8.16,48.57,21.35
429,24.57,15.56,8.3,48.43,20.71
430,24,15.83,8.21,48.04,20.44
431,25.8,16.03,8.25,50.09,21.39
432,21.61,16.16,8.1,45.87,20.53
433,20.28,16.44,8.15,44.87,20.69
434,23.26,15.48,8.1,46.84,21.8
435,26.69,15.75,8.3,50.74,22.04
436,19.79,15.82,8.11,43.73,22.41
437,28.18,15.96,8.2,52.35,21.12
438,23.86,15.87,8.24,47.97,21.32
439,22.34,15.97,8.16,46.47,20.21
440,22.11,16.08,8.16,46.35,20.75
441,25.62,16.58,8.29,50.48,19.9
442,25.95,16.38,8.31,50.63,20.37
443,24.6,15.28,8.24,48.12,22.19
444,22.59,15.87,8.23,46.68,20.74
445,24.12,15.43,8.33,47.88,20.69
446,27.31,16.07,8.27,51.66,20.33
447,26.36,15.95,8.2,50.51,22.66
448,22.92,15.15,8.16,46.23,19.35
449,18.67,15.94,8.13,42.74,20.11
450,25.63,16.82,8.24,50.69,19.5
451,21.69,15.98,8.13,45.8,20.94
452,22.76,16.27,8.23,47.25,20.36
453,21.81,16.07,8.16,46.05,20.11
454,25.53,16.92,8.33,50.78,20.86
455,22.39,16.06,8.17,46.62,20.7
456,22.5,15.85,8.17,46.52,21.4
457,22.3,16.01,8.12,46.43,20.99
458,24.59,15.58,8.25,48.42,20.36
459,24.96,16.06,8.21,49.24,21.31
460,23.83,15.65,8.23,47.71,22.43
461,24.84,15.5,8.25,48.59,20.2
462,24.96,15.71,8.15,48.82,21.86
463,18.21,16.19,8.11,42.5,21.5
464,22.15,15.92,8.19,46.25,20.85
465,24.52,16.05,8.27,48.84,20.45
466,23.8,15.99,8.21,48,22.46
467,22.63,15.27,8.2,46.09,21.12
468,22.03,15.48,8.15,45.66,20.89
469,22.17,16.13,8.18,46.48,20.91
470,23.76,16.62,8.25,48.63,22.34
471,24.68,16.09,8.24,49.01,21.89
472,19.38,15.65,8.08,43.11,19.86
473,25.44,15.82,8.26,49.52,21.42
474,21.91,16.94,8.18,47.03,21.89
475,22.48,16.03,8.19,46.71,21.67
476,23.79,16.4,8.19,48.37,21.13
477,27.28,15.82,8.26,51.36,20.52
478,25.49,16.34,8.25,50.09,21.51
479,24.24,15.99,8.21,48.45,19.91
480,24.51,16.06,8.3,48.87,21.14
481,24.7,15.89,8.3,48.9,21.4
482,18.1,15.43,8.17,41.7,20.8
483,21.89,16.44,8.19,46.52,20.62
484,22.98,16.17,8.29,47.43,22.82
485,25.37,16.59,8.31,50.27,21.48
486,20.61,15.81,8.08,44.5,20.32
487,22.53,15.98,8.22,46.73,21.96
488,21.9,15.81,8.15,45.86,19.97
489,20.38,16.26,8.15,44.79,21.39
490,21.22,16.14,8.12,45.48,21.55
491,21.98,15.88,8.24,46.1,21.81
492,21.63,16.31,8.18,46.12,21.03
493,22.91,15.15,8.18,46.25,22.27
494,24.86,16.15,8.3,49.32,19.94
495,26.07,16.45,8.25,50.78,19.88
496,22.64,16.37,8.19,47.2,22.65
497,25.35,15.85,8.3,49.5,22.45
498,24.49,15.96,8.18,48.64,22.26
499,24.31,16.39,8.17,48.87,19.9
500,23.12,16.56,8.14,47.82,19.89
501,25.52,15.39,8.22,49.13,22.61
502,21.37,16.25,8.14,45.77,20.29
503,20.7,15.86,8.14,44.7,20.54
504,22.17,16.14,8.17,46.47,20.18
505,23.7,15.79,8.17,47.66,21.59
506,22.03,16.29,8.11,46.43,21.32
507,23.88,15.77,8.22,47.87,21.44
508,21.77,16.06,8.15,45.98,22.12
509,24.45,16.41,8.2,49.06,21.14
510,26.03,15.72,8.29,50.03,20.33
511,21.2,16.05,8.12,45.36,21.55
512,20,15.98,8.14,44.12,22.29
513,20.47,15.64,8.15,44.26,21.69
514,23.23,15.57,8.17,46.98,19.89
515,23.79,15.71,8.24,47.74,22.46
516,23.99,15.88,8.24,48.11,21.99
517,23.06,15.94,8.19,47.19,20.19
518,23.18,15.58,8.26,47.02,19.22
519,24.76,16.25,8.16,49.17,22.14
520,24.17,15.65,8.14,47.96,21.95
521,25.13,16.56,8.3,50,21.02
522,25.3,16.37,8.26,49.94,21.5
523,22.47,15.89,8.19,46.55,21.19
524,21.22,15.85,8.17,45.24,19.85
525,24.92,15.79,8.33,49.04,20.53
526,23.24,15.87,8.21,47.32,21.92
527,21.28,16.31,8.14,45.73,22.36
528,24.38,15.79,8.24,48.41,19.77
529,24.51,16.13,8.25,48.89,21.6
530,24.87,15.52,8.26,48.64,21.17
531,24.48,15.86,8.24,48.58,20.66
532,21.99,16.06,8.12,46.17,19.65
533,20.97,15.46,8.08,44.51,20.44
534,22.83,16.3,8.09,47.22,20.59
535,15.05,15.79,8.07,38.91,21.17
536,28.01,15.76,8.29,52.06,21.81
537,24.37,15.73,8.23,48.33,20.75
538,20.48,15.59,8.1,44.17,21.27
539,27.51,16.25,8.31,52.07,19.97
540,25.75,16.78,8.32,50.85,21.02
541,19.59,16.28,8.15,44.02,21.7
542,23.6,16.28,8.25,48.13,22.55
543,21.7,15.6,8.18,45.48,21.6
544,18.97,16.04,8.1,43.12,21.63
545,24.66,16.08,8.24,48.98,21.22
546,24.45,15.44,8.3,48.2,22.05
547,22.15,15.45,8.14,45.75,21.13
548,25.12,16.03,8.35,49.5,21.52
549,25.79,15.67,8.33,49.79,20.87
550,21.71,15.88,8.17,45.76,20.36
551,20.82,16.08,8.12,45.01,22.87
552,21.93,15.88,8.33,46.13,21.33
553,26.2,15.93,8.31,50.44,21.35
554,25.53,15.66,8.18,49.37,20.51
555,23.45,16.39,8.15,47.99,20.82
556,19.83,15.95,8.13,43.9,21.28
557,24.03,15.45,8.16,47.64,19.94
558,25.79,16.12,8.26,50.17,22.57
559,21.86,16.15,8.19,46.21,21.34
560,21.24,15.82,8.16,45.22,22.31
561,23.19,15.56,8.21,46.96,18.94
562,21.76,16.24,8.08,46.07,22.78
563,23.14,16.22,8.22,47.58,19.31
564,24.52,15.49,8.2,48.21,20.93
565,18.01,15.81,8.11,41.93,20.52
566,20.29,15.49,8.17,43.95,21.11
567,22.71,15.89,8.25,46.85,22.3
568,27.52,16.15,8.21,51.88,21.24
569,23.64,15.36,8.21,47.21,20.61
570,23.77,15.74,8.17,47.69,20.61
571,25.12,15.54,8.25,48.91,21.43
572,25.16,15.71,8.2,49.07,20.38
573,21.78,16.04,8.24,46.06,22.09
574,22.04,16.5,8.15,46.69,21.85
575,21.79,16.03,8.13,45.95,19.49
576,21.04,15.81,8.11,44.96,20.31
577,23.99,16.64,8.22,48.85,21.16
578,25.04,16.26,8.29,49.59,21.27
579,21.67,15.14,8.17,44.98,19.03
580,27.47,16.27,8.3,52.04,20.88
581,22.88,15.61,8.17,46.66,20.8
582,20.78,15.25,8.08,44.11,21.84
583,25.8,15.91,8.22,49.92,20.28
584,19.59,16.03,8.16,43.78,20.9
585,23.26,15.96,8.2,47.42,19.99
586,24.7,15.63,8.26,48.59,21.46
587,23.07,16.48,8.21,47.77,21.35
588,22.22,16.35,8.21,46.79,22.19
589,22.07,16.13,8.14,46.35,21.31
590,23.75,15.96,8.2,47.91,21.43
591,21.7,16.08,8.16,45.94,21.11
592,24.11,16.41,8.28,48.8,18.7
593,24.18,16.39,8.23,48.79,20.47
594,20.63,16.64,8.05,45.32,20.25
595,22.17,15.78,8.11,46.05,18.58
596,24.28,16.15,8.22,48.65,20.54
597,20.88,15.79,8.16,44.83,19.77
598,20.77,16.19,8.15,45.1,21.02
599,20.64,15.83,8.15,44.62,21.32
600,24.66,16.29,8.26,49.21,20.83
601,21.19,15.98,8.08,45.25,21.38
602,22.8,15.84,8.15,46.79,22.87
603,21.18,16.18,8.16,45.52,20.34
604,21.11,16.13,8.14,45.38,20.66
605,23.65,16.72,8.23,48.6,19.69
606,22.85,16.17,8.26,47.28,24.37
607,21.81,16.38,8.16,46.34,19.98
608,25.07,15.74,8.27,49.08,21.38
609,26.27,16.16,8.26,50.69,21.4
610,23.44,15.95,8.26,47.65,21.11
611,24.25,15.81,8.25,48.31,22.33
612,21.73,15.93,8.21,45.86,22.59
613,25.13,16.42,8.33,49.89,21.72
614,22.5,16,8.15,46.65,21.8
615,22.02,15.62,8.18,45.82,18.83
616,21.56,15.68,8.14,45.38,19.74
617,23.63,15.5,8.26,47.39,21.06
618,22.2,15.88,8.19,46.26,21.08
619,22.94,15.83,8.23,47,20.2
620,20.36,16.54,8.16,45.07,20.82
621,23.77,15.65,8.24,47.66,22.72
622,23.33,16.45,8.27,48.05,22.18
623,26.33,15.51,8.33,50.17,20.81
624,22.94,15.8,8.19,46.92,20.04
625,24.16,15.67,8.26,48.1,22.15
626,25.78,16.82,8.24,50.84,22.91
627,21.05,15.92,8.13,45.1,21.71
628,23.27,16.69,8.25,48.21,22.51
629,22.08,15.17,8.17,45.42,20.25
630,23.99,16.15,8.28,48.42,21.15
631,20.93,16.15,8.23,45.31,21.33
632,22.3,15.77,8.14,46.21,20.42
633,26.89,16.32,8.35,51.56,21.2
634,23.94,15.94,8.17,48.05,18.64
635,29.32,15.72,8.35,53.39,21.95
