Frame,Inference(ms),Process(ms),Display(ms),Total(ms),FPS
148,54.04,15.71,8.59,78.34,13.02
149,55.92,15.8,8.75,80.47,12.96
150,53.39,15.72,8.99,78.1,12.94
151,53.72,15.37,8.87,77.96,13.16
152,51.84,15.64,7.86,75.34,12.91
153,52.07,15.49,8.47,76.03,12.59
154,53.41,15.48,8.03,76.93,13.12
155,54.58,15.72,8.33,78.63,12.77
156,52.68,15.69,7.86,76.23,12.96
157,52.6,15.41,7.96,75.97,12.88
158,52.96,16.05,8.85,77.85,13.06
159,53.62,15.54,9.09,78.25,12.95
160,54.34,15.74,8.81,78.89,12.67
161,53.27,15.91,9.09,78.27,12.78
162,52.39,15.6,8.21,76.2,12.79
163,54.61,15.74,9.25,79.6,13.33
164,52.69,15.73,9.31,77.73,13.41
165,53.85,15.73,9.45,79.02,12.77
166,55.65,15.94,8.28,79.86,12.87
167,52.56,15.66,7.86,76.08,12.97
168,54.91,15.85,9.25,80.01,12.96
169,53.59,15.32,8.34,77.25,12.8
170,52.25,15.9,9.06,77.2,12.45
171,53.91,15.56,8.52,77.98,12.62
172,53.51,15.29,8.32,77.12,12.66
173,53.03,15.81,9.13,77.96,12.41
174,54.56,15.62,7.6,77.78,12.35
175,55.85,15.69,9.15,80.69,12.79
176,53.74,15.92,8.52,78.17,12.68
177,51.02,16.18,8.72,75.92,13.28
178,53.89,16.48,8.07,78.44,13.01
179,52.48,16.5,9.56,78.54,12.75
180,51.33,15.52,7.73,74.58,12.78
181,53.05,16.1,8.29,77.44,12.85
182,52.27,15.85,9.01,77.13,12.86
183,54.88,15.77,8.19,78.85,12.65
184,55.3,16.12,8.77,80.19,12.45
185,56.48,15.41,8.43,80.32,12.97
186,53.96,15.88,9.06,78.89,12.65
187,54.19,15.59,8.7,78.48,12.93
188,53.76,15.99,7.63,77.38,12.57
189,53.26,15.9,8.63,77.78,12.7
190,53.84,15.75,9.06,78.64,12.48
191,52.56,15.29,8.27,76.13,12.67
192,52.51,16.13,8.32,76.97,12.92
193,51.77,15.54,8.47,75.79,12.88
194,53.5,16.37,9.63,79.5,12.97
195,55.46,15.7,8.22,79.39,12.84
196,54.61,16.08,9.3,80,12.9
197,49.15,16.03,8.15,73.33,13.36
198,54.57,15.77,8.88,79.22,12.48
199,54.24,15.92,8.05,78.21,12.86
200,52.79,16.17,9.43,78.4,12.53
201,55.18,15.41,9.21,79.8,12.93
202,53.51,16.21,8.91,78.63,12.93
203,55.02,15.3,8.99,79.3,12.58
204,52.85,15.9,9.15,77.9,13.07
205,53.92,15.68,8.03,77.63,13.09
206,53.06,15.75,8.88,77.7,12.99
207,53.45,15.95,7.73,77.13,12.32
208,54.34,16,9.14,79.48,13.02
209,54.47,15.57,8.55,78.59,12.76
210,53.93,15.9,9.07,78.91,12.72
211,53.05,15.84,8.76,77.65,12.99
212,53.18,15.57,8.43,77.17,12.8
213,55.23,16.37,8.44,80.04,12.8
214,53.82,15.76,7.81,77.4,12.3
215,53.14,15.76,9.43,78.34,12.82
216,56.59,15.51,8.34,80.44,12.91
217,54.43,15.37,8.88,78.68,12.34
218,52.33,15.4,8.9,76.62,12.84
219,50.89,16.16,8.58,75.63,13.2
220,53.24,15.43,8.02,76.69,12.54
221,54.48,15.57,9.71,79.77,13.12
222,53.79,15.88,9.11,78.78,13.04
223,53.78,15.79,9.36,78.93,13.12
224,53.12,15.95,8.21,77.28,12.7
225,53.9,15.38,8.79,78.07,12.75
226,54,15.37,7.88,77.24,13.07
227,52.81,15.76,7.91,76.49,12.88
228,52.67,15.79,8.27,76.73,13.06
229,54.72,15.85,8.63,79.19,13.09
230,54.26,15.56,8.58,78.4,12.72
231,54.28,15.46,8.86,78.6,13.6
232,51.38,15.75,8.25,75.38,12.87
233,52.8,15.36,8.49,76.65,12.66
234,52.28,15.88,8.26,76.42,12.86
235,55.44,16.21,8.77,80.42,12.81
236,51.21,15.63,8.04,74.89,12.56
237,53.55,15.26,8.93,77.74,12.77
238,53.71,16.16,8.91,78.78,12.68
239,54.64,15.51,8.16,78.31,12.83
240,54.48,16.2,8.67,79.35,12.71
241,56.38,15.93,9.47,81.78,13.04
242,54.95,15.45,8.8,79.19,12.33
243,54.45,15.82,8.58,78.85,13.08
244,55.38,15.19,8.49,79.05,12.61
245,54.35,15.36,8.73,78.44,12.35
246,53.04,16.2,8.46,77.7,12.84
247,52.88,16.16,8.37,77.4,13.15
248,54.11,15.69,8.77,78.57,13.13
249,53.09,15.98,8.32,77.39,13.44
250,54.65,15.35,8.19,78.19,12.68
251,53.75,15.2,8.76,77.71,13.04
252,53.22,15.76,8.5,77.48,12.64
253,55.44,15.66,8.45,79.55,12.71
254,54.94,15.73,9.68,80.35,12.76
255,55.29,15.9,8.58,79.77,12.76
256,52.61,15.73,8.6,76.94,12.7
257,57.97,15.69,9.3,82.96,12.92
258,52.37,15.9,8.44,76.7,12.93
259,54,15.58,8.81,78.4,13.01
260,53.14,15.85,8.5,77.5,13.02
261,54.18,15.7,8.39,78.27,12.77
262,55.37,15.77,8.76,79.9,12.99
263,53.14,15.94,9.24,78.32,13.32
264,51.78,15.54,8.89,76.21,12.65
265,53.33,15.78,8.92,78.03,12.97
266,53.18,16.5,8.37,78.06,13.05
267,54.14,15.29,8.34,77.77,13.06
268,51.53,15.4,7.71,74.63,12.62
269,55.01,15.8,9.61,80.42,12.98
270,53.32,16.09,8.11,77.51,12.64
271,53.94,16.03,9.18,79.16,13.01
272,55.13,15.46,7.94,78.52,13.18
273,52.75,15.65,9.41,77.81,12.58
274,52.38,15.55,8.41,76.33,12.61
275,53.5,15.43,8.28,77.21,13.06
276,54.06,15.18,8.57,77.81,13.04
277,54.81,15.8,8.97,79.58,12.9
278,54.31,16.07,8.72,79.1,12.6
279,53.63,15.74,8.34,77.72,12.89
280,55.06,15.76,8.85,79.66,12.99
281,53.62,15.75,8.43,77.8,12.9
282,51.76,15.53,8.31,75.61,12.63
283,53.2,15.9,8.44,77.54,13.02
284,54.37,15.32,8.17,77.86,12.62
285,52.28,16.05,8.27,76.59,12.93
286,54.04,15.65,8.59,78.28,12.6
287,53.11,15.5,8.01,76.62,12.62
288,54.76,15.64,10.09,80.48,12.61
289,54.33,15.58,8.24,78.15,12.48
290,53.27,16,8.13,77.41,12.19
291,53.92,15.26,8.27,77.45,13.07
292,51.83,15.56,8.02,75.4,13.02
293,56.25,16.16,8.73,81.14,12.8
294,52.67,15.72,7.97,76.37,12.72
295,53.24,15.61,8.43,77.29,12.78
296,56.05,16.07,9.71,81.84,12.86
297,53.34,15.85,8.84,78.03,13.23
298,54.54,15.44,8.52,78.5,12.97
299,53.22,15.76,8.64,77.61,13.19
300,57.11,15.71,9.61,82.43,12.63
301,54.19,15.98,9.04,79.21,12.89
302,52.74,15.4,9.2,77.34,12.9
303,53.16,15.7,8.57,77.43,12.42
304,53.19,15.47,8.94,77.6,12.75
305,55.03,15.83,8.44,79.3,12.22
306,53.02,15.61,8.44,77.08,13.02
307,52.58,15.36,8.2,76.13,12.84
308,51.71,15.49,8.34,75.53,12.87
309,52.94,15.65,8.59,77.18,12.79
310,55.16,15.1,8.37,78.63,12.68
311,54.05,15.76,8.89,78.7,12.85
312,53.69,16.06,9.08,78.83,13.05
313,55.96,15.98,9.43,81.38,13.11
314,54.9,15.33,8.55,78.78,12.38
315,54.3,15.36,8.73,78.39,12.81
316,52.2,15.44,9.08,76.72,12.96
317,54.4,15.3,9.45,79.16,12.99
318,52.5,15.49,9.07,77.06,12.79
319,53.82,15.88,8.9,78.6,12.88
320,52.09,15.85,7.89,75.83,12.41
321,53.81,15.61,8.22,77.64,12.57
322,54.07,15.51,8.96,78.54,12.56
323,51.96,15.8,8.16,75.92,12.72
324,52.37,15.92,9.35,77.63,12.45
325,54.16,15.85,9.01,79.01,12.9
326,55,15.65,8.66,79.31,12.88
327,53.81,15.75,8.43,77.99,12.54
328,53.08,15.5,9.64,78.22,13.1
329,52.32,15.7,9.08,77.1,12.89
330,52.2,15.98,8.27,76.46,12.75
331,53.55,15.59,8.71,77.84,13.04
332,54.12,15.76,9.33,79.21,13.15
333,53.12,15.78,7.95,76.85,13.19
334,53.67,15.79,8.38,77.84,13.2
335,56.56,15.83,9.39,81.78,12.37
336,53.17,16.09,8.56,77.82,12.73
337,53.82,15.78,9.23,78.83,12.29
338,54.78,16.04,8.99,79.82,12.54
339,52.36,15.67,8.92,76.95,12.91
340,53.57,15.74,8.57,77.87,13.29
341,53.68,15.58,8.62,77.88,12.96
342,53.69,15.57,8.32,77.58,13.15
343,52.72,15.32,8.94,76.98,12.55
344,54.33,16.09,9.09,79.5,12.96
345,52.62,15.49,8.69,76.81,12.91
346,55.31,16.16,8.93,80.39,12.87
347,52.38,15.55,9.32,77.24,12.49
348,54.75,15.94,8.21,78.9,12.63
349,51.34,15.65,8.68,75.67,12.53
350,52.13,16.14,8.8,77.07,12.44
351,55.27,15.17,7.74,78.18,12.34
352,53.15,15.96,8.95,78.05,12.83
353,53.22,15.59,9.08,77.89,12.77
354,54.41,15.2,8.89,78.49,12.45
355,52.54,15.69,8.96,77.2,13
356,52.17,15.53,8.16,75.85,13.2
357,53.33,15.88,8.01,77.21,12.96
358,52.8,15.82,8.91,77.53,12.75
359,54.14,15.57,8.87,78.58,12.61
360,51.58,15.21,7.9,74.69,12.75
361,54.53,15.64,9.28,79.46,12.84
362,54.08,15.45,8.52,78.06,12.76
363,52.09,15.9,8.02,76.01,13.21
364,54.47,15.23,8.74,78.44,13.43
365,55.05,15.41,8.84,79.3,12.63
366,54.4,15.63,9.11,79.14,13.03
367,54.91,15.87,8.57,79.35,12.85
368,53.9,15.84,8.86,78.6,12.73
369,53.33,15.89,8.7,77.93,12.77
370,51.7,15.65,8.03,75.38,12.57
371,53.93,15.75,8.42,78.1,12.97
372,53.38,16.02,8.31,77.71,12.6
373,53.9,15.57,8.98,78.46,12.98
374,54.4,15.99,9.08,79.47,12.81
375,54.03,15.91,8.59,78.52,12.1
376,52.65,15.61,7.96,76.22,12.52
377,51.91,15.45,8.47,75.83,12.54
378,55.07,15.53,9.02,79.61,12.74
379,52.89,15.87,9.25,78.01,12.55
380,55.14,15.52,8.85,79.51,13.06
381,55.41,15.3,9.06,79.77,12.73
382,53.97,15.69,8.47,78.13,12.7
383,53.33,15.76,8.52,77.61,12.93
384,53.48,15.83,8.93,78.24,12.63
385,54.91,15.35,8.98,79.23,12.79
386,53.71,15.68,8.57,77.96,12.78
387,56.09,15.65,9.07,80.81,12.79
388,54.25,15.88,8.51,78.64,12.96
389,53.16,15.76,9.78,78.69,12.83
390,54.08,15.45,9.41,78.95,12.58
391,52.85,15.6,8.84,77.3,12.65
392,52.66,16,8.27,76.94,13.19
393,55.19,16.08,8.46,79.73,12.24
394,53.97,15.28,8.01,77.25,12.49
395,53.59,15.64,8.26,77.49,13.22
396,53.37,15.57,8.44,77.38,13.32
397,53.47,15.85,8.72,78.04,12.96
398,53.68,15.34,8.45,77.47,13.07
399,52.82,15.85,8.68,77.36,12.95
400,53.76,15.48,7.44,76.68,12.95
401,54.19,15.89,9.21,79.29,12.65
402,52.52,15.2,8.88,76.6,12.47
403,54.5,15.81,9.79,80.1,12.67
404,53.52,15.73,8.61,77.86,12.9
405,52.65,16.16,8.75,77.56,13.04
406,52.14,15.82,9.87,77.83,12.36
407,53.72,15.69,9.03,78.44,13.11
408,53.86,16.31,9.13,79.3,12.71
409,54.65,15.73,8.44,78.83,12.83
410,54.85,16.05,8.83,79.73,12.92
411,55.12,15.69,9.04,79.85,12.67
412,53.46,15.56,8.39,77.41,12.93
413,53.28,15.6,9.08,77.96,12.72
414,52.39,15.9,8.77,77.07,12.88
415,54.12,15.19,8.35,77.66,12.27
416,56.19,15.05,9.02,80.26,12.74
417,52.82,15.68,9.48,77.98,12.8
418,55.11,15.86,8.44,79.41,12.89
419,54.56,15.51,8.55,78.63,12.86
420,53.26,15.49,8.56,77.31,12.6
421,54,15.7,8.01,77.71,12.62
422,50.68,15.66,8.19,74.53,12.99
423,52.12,15.93,9.04,77.09,12.82
424,54.15,15.48,8.68,78.31,12.7
425,52.65,15.61,8.94,77.21,12.76
426,53.06,15.7,8.23,76.99,12.81
427,51.41,15.8,9.08,76.29,12.88
428,57.57,15.89,8.85,82.31,12.54
429,51.72,15.54,8.9,76.15,12.55
430,54.83,15.79,8.8,79.42,12.74
431,51.73,15.95,7.94,75.61,12.9
432,54.23,15.5,8.25,77.99,12.82
433,53.46,16.18,8.12,77.75,12.95
434,52.5,15.97,8.83,77.3,12.67
435,53.67,16.17,8.86,78.7,13.2
436,55.72,15.58,8.78,80.08,12.9
437,53.63,15.64,9.24,78.51,13.25
438,53.24,16.12,8.41,77.77,12.43
439,53.55,16.21,8.36,78.12,12.52
440,53.37,15.89,8.76,78.02,12.64
441,53.23,15.8,8.96,77.99,12.7
442,56.17,15.72,9.4,81.29,12.74
443,55.15,15.37,8.72,79.24,12.85
444,54.55,15.41,8.37,78.32,12.77
445,55.32,15.69,8.56,79.58,12.78
446,53.72,15,8.39,77.1,12.65
447,53.53,15.82,8.81,78.16,12.87
448,52.46,15.73,9.46,77.65,12.63
449,53.43,15.75,8.03,77.21,13.03
450,55.1,15.9,9.21,80.21,12.73
451,52,15.34,8.3,75.64,12.65
452,54.98,15.94,9.03,79.95,12.74
453,53.66,16.01,9.27,78.95,13.17
454,53.58,15.45,8.63,77.67,12.64
455,53.13,15.37,8.45,76.95,12.44
456,52.22,15.86,8.59,76.66,12.52
457,52.85,15.22,8.23,76.3,13.12
458,50.82,15.76,8.69,75.26,12.84
459,55.53,15.59,9.66,80.78,12.57
460,53.95,16.19,8.5,78.64,12.7
461,55.06,14.92,8.83,78.81,13.06
462,54.58,16.07,9.26,79.92,12.62
463,56.19,15.7,8.81,80.71,12.8
464,54.33,15.99,9.11,79.43,12.88
465,52.06,15.56,8.82,76.44,12.86
466,54.93,15.64,8.85,79.42,12.85
467,54.35,15.52,8.82,78.7,13.52
468,53.71,15.43,8.8,77.94,12.65
469,53.64,15.39,9.35,78.38,12.78
470,52.75,15.81,8.52,77.07,12.75
471,54.26,16.24,9.15,79.65,12.92
472,53.75,15.7,8.19,77.63,12.81
473,54.05,15.69,8.93,78.67,12.87
474,53.26,15.8,8.36,77.42,12.82
475,54.23,15.99,8.69,78.91,12.65
476,54.4,15.57,9.13,79.1,13.43
477,53.89,15.49,8.27,77.66,12.81
478,54.49,15.59,8.99,79.07,13.01
479,53.46,15.97,8.97,78.4,12.73
480,52.89,15.74,8.83,77.46,12.66
481,51.4,15.32,8.74,75.46,13.14
482,54.4,15.89,8.5,78.8,12.7
483,56.13,15.38,8.49,80.01,13
484,53.13,15.94,9.03,78.1,13.18
485,52.95,16.01,8.35,77.31,12.69
486,52.52,15.64,8.83,76.99,12.47
487,54.31,16.17,8.36,78.84,12.94
488,53.08,16.19,8.55,77.82,12.63
489,53.21,15.63,8.42,77.26,13.27
490,53.33,15.95,8.28,77.55,12.73
491,54.55,16.32,8.87,79.74,12.39
492,51.16,15.65,8.45,75.27,12.94
493,55.58,15.42,9.31,80.31,12.96
494,55.16,15.4,8.85,79.4,12.89
495,54.81,16.02,8.59,79.43,12.52
496,53.95,15.38,9.55,78.87,13.06
497,52.93,15.67,8.51,77.11,12.63
498,53.25,15.6,8.25,77.09,12.71
499,56.36,15.82,9.7,81.87,13.13
500,54.03,15.65,8.12,77.79,12.87
501,54.35,15.82,8.44,78.62,12.77
502,54.27,15.7,8.96,78.93,12.9
503,51.43,15.6,8.35,75.37,12.84
504,53.08,15.61,9.16,77.84,12.84
505,52.91,15.53,8.51,76.95,12.61
506,56.53,15.83,9.13,81.49,12.67
507,52.76,16.01,8.05,76.82,12.54
508,51.3,15.8,9.04,76.14,12.73
509,53.35,15.33,9.53,78.21,12.72
510,51.8,15.9,9.27,76.96,12.73
511,53.51,15.65,8.41,77.56,12.49
512,53.78,15.52,8.47,77.77,12.86
513,50.73,15.53,8.41,74.66,12.74
514,55.75,15.4,8.36,79.5,12.71
515,53.33,16.21,8.23,77.78,12.61
516,55.31,15.74,9.16,80.21,12.76
517,53.98,15.38,8.13,77.5,12.88
518,52.29,16.04,8.39,76.73,12.83
519,55.31,16.45,8.44,80.2,12.06
520,51.43,15.86,8.42,75.71,12.45
521,54.91,15.68,8.88,79.47,12.78
522,52.42,15.45,8.71,76.58,12.73
523,54.63,16.08,9.41,80.12,12.95
524,54.91,15.95,8.75,79.6,12.2
525,53.45,15.53,8.45,77.43,12.58
526,53.15,16.02,9.16,78.34,12.51
527,53.65,15.67,8.84,78.17,12.8
528,53.1,16.11,8.68,77.89,13.17
529,54.97,15.89,8.97,79.83,12.99
530,53.8,15.83,8.27,77.91,13.04
531,54.09,15.36,8.78,78.23,13.23
532,53.16,15.86,9.23,78.26,12.82
533,55.58,15.59,9.21,80.37,12.66
534,53.19,16.09,8.05,77.33,12.99
535,53.91,15.39,7.86,77.17,12.48
536,54.77,16.07,9.15,79.99,13.24
537,53.3,15.59,9.09,77.98,12.58
538,54.12,15.45,8.67,78.25,13.16
539,54.45,15.86,8.62,78.92,12.76
540,54.13,15.28,9.15,78.56,13.68
541,54.16,15.53,8.93,78.62,12.49
542,55.11,15.59,8.7,79.4,12.68
543,54.57,15.64,9.22,79.44,13.02
544,53.83,15.68,8.08,77.59,12.53
545,53.41,15.67,8.77,77.84,12.77
546,55.33,15.57,8.31,79.21,12.8
547,54.6,15.76,8.88,79.24,13.46
548,55.49,15.9,9.06,80.44,13.24
549,53.46,15.41,8.33,77.2,12.89
550,55.2,16.1,8.7,80,12.83
551,52.38,15.33,8.47,76.17,13.03
552,54.25,16.09,8.09,78.42,12.67
553,54.72,15.57,8.82,79.12,12.45
554,53.66,15.96,8.7,78.32,13.04
555,56.2,15.6,9.16,80.96,12.67
556,55.1,16.12,9.4,80.63,12.64
557,54.09,15.24,8.32,77.65,12.53
558,53.55,15.59,9,78.15,12.59
559,54.56,15.45,9.55,79.55,12.71
560,52.18,15.34,8.76,76.28,12.83
561,55.05,16.04,10.24,81.34,12.98
562,55.22,15.55,8.76,79.53,12.7
563,54.58,15.62,8.85,79.05,12.89
564,54.68,15.3,8.75,78.73,12.67
565,54.02,15.82,8.98,78.83,12.72
566,51.34,15.57,7.75,74.66,12.28
567,52.51,15.65,9.16,77.32,12.76
568,52.07,15.39,7.73,75.19,12.65
569,53.68,16.08,8.87,78.63,12.56
570,55.29,16.12,10.26,81.67,12.38
571,52.87,15.84,8.56,77.27,13
572,52.3,15.77,9.15,77.23,12.85
573,52.83,15.91,8.93,77.67,12.86
574,51.98,16.1,9.14,77.23,12.79
575,53.08,15.33,8.73,77.14,12.51
576,53.04,14.99,8.33,76.37,12.87
577,52.84,16.54,8.54,77.92,12.7
578,56.45,15.07,8.73,80.25,12.65
579,53.96,15.57,8.53,78.06,12.87
580,53.47,15.79,8.42,77.68,12.8
581,53.71,15.77,8.6,78.08,12.57
582,55.01,15.67,9.2,79.88,12.37
583,53.76,15.93,9.23,78.92,13.22
584,56.33,15.7,9.58,81.62,13.01
585,54.09,15.53,8.55,78.17,12.43
586,54.42,15.81,8.21,78.44,12.75
587,54.02,15.34,8.86,78.21,12.49
588,53.06,16.11,8.9,78.07,12.57
589,54.62,15.75,9.09,79.46,12.79
590,52.8,15.5,8.01,76.31,12.74
591,55.34,15.67,8.36,79.37,12.92
592,53.01,15.74,8.68,77.42,13.21
593,53.15,15.63,7.84,76.62,12.64
594,54.55,16.26,8.92,79.73,12.73
595,51.77,15.65,8.1,75.51,12.59
596,54.48,15.23,9.44,79.15,12.99
597,52.68,15.5,8.65,76.84,13.23
598,52.92,15.82,8.53,77.27,13.52
599,55.8,16.13,9.01,80.94,12.73
600,52.86,15.91,8.61,77.38,13.04
601,55.38,15.41,8.33,79.12,13.02
602,53.89,15.37,8.29,77.55,12.5
603,55.5,15.5,9.61,80.6,12.94
604,51.88,15.16,8.67,75.71,13.08
605,52.07,16.22,8.6,76.89,12.68
606,54.98,15.71,7.7,78.4,13.14
607,55.83,15.81,8.33,79.97,12.62
608,53.66,15.94,8.18,77.78,12.57
609,53.18,15.52,8.75,77.45,12.67
610,53.89,15.65,8.33,77.88,12.42
611,52.41,15.5,8.89,76.8,12.61
612,52.27,15.61,8.52,76.4,13.05
613,55.82,15.81,8.81,80.43,13.09
614,53.59,15.58,8.15,77.32,12.71
615,55.18,15.83,8.74,79.75,12.79
616,53.37,15.8,8.03,77.21,12.82
617,54.06,15.96,8.79,78.82,13.28
618,53.33,16.29,8.41,78.03,12.59
619,54.72,16.01,9.39,80.12,12.73
620,54.38,15.68,9.75,79.81,13.02
621,54.8,15.52,8.97,79.29,12.83
622,53.25,15.79,8.34,77.39,12.95
623,52.01,15.44,8.65,76.1,12.84
624,54.29,15.17,8.52,77.98,12.91
625,53.03,16.06,8.41,77.5,13.09
626,54.95,15.49,8.11,78.55,12.74
627,54.52,15.97,7.82,78.31,12.73
628,55.04,15.86,9.05,79.95,12.45
629,53.25,15.8,8.85,77.89,12.84
630,53.97,15.93,8.93,78.82,13.29
631,53.18,15.54,8.47,77.19,12.7
632,52.54,15.52,9.09,77.15,12.81
633,55.74,15.14,8.63,79.51,12.4
634,54.05,15.98,8.98,79,13.38
