Frame,Inference(ms),Process(ms),Display(ms),Total(ms),FPS
47,20.86,9.6,5.15,35.6,24.54
48,24.49,9.69,5.32,39.5,25.84
49,21.29,9.78,5.23,36.31,25.74
50,23.4,10.27,5.48,39.15,25.91
51,22.16,9.97,5.25,37.38,26.85
52,20.72,9.67,5.17,35.57,26.75
53,22.42,9.26,5.18,36.86,25.95
54,18.76,9.6,5.12,33.48,28.82
55,22.04,9.81,5.27,37.13,28.12
56,22.52,10,5.23,37.76,26.82
57,24.71,9.39,5.38,39.48,27.16
58,25.58,9.27,5.38,40.22,27.85
59,21.2,10.03,5.18,36.41,26.15
60,21.31,9.88,5.22,36.41,26.99
61,20.64,9.52,5.16,35.33,27.74
62,20.86,9.61,5.06,35.53,25.73
63,22.88,9.56,5.19,37.64,26.36
64,19.3,10,5.03,34.33,27.28
65,24.64,9.83,5.32,39.79,28.58
66,22.05,9.82,5.2,37.07,27.08
67,22.16,9.47,5.17,36.8,25.4
68,22.44,9.93,5.24,37.61,26.54
69,22.58,9.7,5.26,37.54,26.25
70,21.13,10.05,5.18,36.37,26.62
71,24.71,9.56,5.32,39.59,29.26
72,25.02,9.97,5.35,40.34,24.63
73,24.48,9.55,5.34,39.36,27.46
74,23.32,9.98,5.26,38.56,26.34
75,20.58,10.44,5.04,36.06,26.23
76,25.16,9.9,5.33,40.38,25.73
77,22.08,9.89,5.21,37.17,26.94
78,21.86,9.48,5.15,36.49,28.15
79,22.66,9.43,5.19,37.28,26.38
80,23.2,10.16,5.25,38.62,25.84
81,22.87,9.75,5.27,37.89,27.21
82,23.6,9.24,5.23,38.07,27.78
83,24.23,9.82,5.31,39.35,24.58
84,25.89,9.68,5.33,40.9,27.69
85,21.16,9.48,5.2,35.84,25.98
86,22.99,9.78,5.2,37.97,25.31
87,23.41,9.77,5.34,38.53,27.05
88,25.33,8.93,5.25,39.51,26.07
89,22.3,9.85,5.22,37.37,26.6
90,21.92,9.34,5.12,36.38,27.21
91,22.79,9.95,5.26,38,24.04
92,23.45,9.67,5.34,38.46,27.04
93,23.66,9.77,5.27,38.71,27.95
94,22.79,9.73,5.33,37.85,28.28
95,21.5,9.87,5.26,36.63,25.97
96,21.71,9.97,5.28,36.96,26.7
97,21.1,9.81,5.16,36.07,26.73
98,23.75,9.38,5.32,38.45,27.86
99,18.86,9.56,5.09,33.51,26.54
100,22.45,9.58,5.15,37.19,26.07
101,26.84,10.24,5.33,42.4,25.78
102,23.77,9.8,5.3,38.87,26.09
103,16.78,9.96,5.12,31.86,28.06
104,22.05,9.66,5.16,36.87,26.88
105,20.04,9.34,5.14,34.53,27.95
106,22.31,9.75,5.27,37.33,26.33
107,21.23,9.83,5.23,36.3,25.18
108,23.96,9.74,5.29,38.99,27.46
109,18.3,9.32,5.1,32.71,28.36
110,24.57,9.71,5.37,39.65,26.43
111,20.87,9.21,5.16,35.23,26.2
112,21.97,10.07,5.21,37.25,25.21
113,23.06,9.76,5.26,38.07,26.39
114,22.54,10.17,5.23,37.95,26.06
115,23.7,10.2,5.32,39.21,28.21
116,20.8,9.67,5.08,35.56,29.77
117,22.3,9.8,5.2,37.31,24.69
118,22.16,9.81,5.23,37.2,30.52
119,21.44,10.26,5.25,36.95,27.35
120,24.26,9.96,5.34,39.57,28.03
121,24.86,9.54,5.32,39.73,29.3
122,23.26,9.48,5.3,38.04,27.04
123,20.18,9.71,5.13,35.03,27.73
124,23.68,10.09,5.31,39.08,26.93
125,19.92,10.06,5.1,35.07,28.52
126,22.07,9.71,5.19,36.98,25.75
127,24.37,9.82,5.39,39.58,27.75
128,25.45,9.44,5.36,40.25,25.52
129,22.26,9.82,5.2,37.28,29.46
130,23.93,9.61,5.31,38.85,24.08
131,22.73,9.54,5.31,37.58,25.68
132,23.24,9.94,5.31,38.49,26.54
133,17.45,9.84,5.1,32.39,27.74
134,21.77,9.62,5.19,36.58,27.35
135,22.38,10.17,5.22,37.77,26.42
136,23,9.49,5.19,37.68,27.63
137,21.82,9.97,5.14,36.93,26.76
138,22.28,10.03,5.3,37.61,25.61
139,22.12,9.66,5.19,36.98,25.64
140,23.13,9.41,5.27,37.8,25.9
141,20.33,9.82,5.19,35.34,27.38
142,21.74,9.66,5.12,36.52,30.13
143,21.85,9.74,5.3,36.89,26.48
144,22.97,10.03,5.31,38.31,27.44
145,22.32,10.09,5.39,37.8,26.68
146,20.95,10.13,5.16,36.25,25.25
147,20.21,9.57,5.17,34.95,25.43
148,22.93,9.65,5.26,37.85,27.6
149,24.33,9.34,5.34,39.01,26.61
150,20.66,9.93,5.19,35.79,27.96
151,24.52,9.88,5.32,39.72,25.91
152,18.67,9.71,5.11,33.5,28.39
153,22.54,9.99,5.25,37.78,24.21
154,24.18,9.86,5.43,39.47,26.18
155,23.46,9.75,5.25,38.47,28.37
156,24.19,9.84,5.36,39.4,25.58
157,23.49,10.04,5.3,38.82,25.77
158,18.4,9.52,5.1,33.02,27.81
159,22.55,10.04,5.26,37.84,27.42
160,26.1,9.89,5.35,41.34,28.4
161,22.72,9.64,5.26,37.61,26.78
162,23.36,10.18,5.37,38.91,26.19
163,21.43,9.8,5.14,36.37,26.15
164,20.68,9.68,5.16,35.52,27.57
165,22.53,9.52,5.23,37.28,25.55
166,23.56,9.84,5.31,38.71,26.98
167,22.98,9.96,5.29,38.22,27.3
168,25.11,10,5.32,40.43,25.81
169,20.61,9.51,5.11,35.23,26.22
170,24.57,9.99,5.39,39.94,26.2
171,22.26,9.65,5.25,37.16,24.64
172,21.35,9.79,5.09,36.23,25.12
173,21.99,9.51,5.15,36.65,28
174,24.72,10.12,5.45,40.28,26.45
175,19.82,9.55,5.17,34.54,25.98
176,22.29,10.24,5.07,37.61,27.83
177,22.24,9.78,5.2,37.23,26.14
178,21.07,9.33,5.12,35.52,26.24
179,21.03,9.51,5.19,35.74,26.65
180,21.4,9.98,5.15,36.53,24.3
181,23.2,9.92,5.32,38.43,26.85
182,21.47,10.02,5.18,36.67,26.8
183,22.23,9.45,5.22,36.89,29.16
184,26.21,9.76,5.31,41.28,26.2
185,22.19,9.81,5.26,37.26,28.52
186,18.11,9.59,5.13,32.82,26.73
187,23.21,9.64,5.28,38.12,28.05
188,21.31,9.68,5.1,36.09,25.54
189,20.45,9.45,5.04,34.94,26.39
190,22.04,9.58,5.21,36.83,24.95
191,20.83,9.85,5.09,35.77,27.82
192,24.9,9.34,5.29,39.53,24.92
193,21.04,9.97,5.19,36.2,27.5
194,23.54,9.87,5.3,38.72,26.35
195,22.07,9.49,5.25,36.82,25.87
196,21.64,9.95,5.18,36.76,29.22
197,21.56,9.93,5.18,36.67,25.23
198,25.12,9.8,5.38,40.3,28.12
199,23.64,9.45,5.28,38.37,27.42
200,24.74,9.58,5.3,39.62,27.79
201,19.59,9.7,5.12,34.41,28.94
202,23.61,9.92,5.31,38.84,26.26
203,18.08,9.27,5.1,32.45,23.5
204,27.41,9.95,5.37,42.73,26.8
205,22.03,10.08,5.24,37.35,23.67
206,23.24,9.91,5.28,38.43,26.76
207,22.42,9.05,5.21,36.67,29.82
208,21.04,9.94,5.24,36.21,27.6
209,21.42,9.69,5.16,36.27,26.81
210,22.51,9.9,5.22,37.63,26.7
211,20.46,9.34,5.16,34.96,28.69
212,22.43,9.59,5.18,37.19,25.56
213,26.53,10.24,5.44,42.22,25.33
214,24.96,9.07,5.27,39.3,24.86
215,24.23,9.73,5.25,39.21,29.86
216,20.24,10.36,5.14,35.74,27.09
217,20.88,9.9,5.11,35.89,28.12
218,21.89,10.19,5.24,37.32,26.67
219,21.39,9.48,5.21,36.08,28.05
220,22.26,10.07,5.42,37.75,27.55
221,23.08,10.02,5.28,38.38,25.96
222,23.35,9.89,5.28,38.51,27.02
223,23.81,9.58,5.32,38.71,27.28
224,21.58,9.61,5.06,36.25,26.43
225,19.91,9.89,5.23,35.03,28.29
226,22.6,10.23,5.27,38.1,28.11
227,23.95,9.6,5.32,38.88,26.71
228,21.37,9.83,5.19,36.38,27.56
229,22.78,9.45,5.29,37.51,24.62
230,22.53,9.55,5.21,37.28,27.54
231,21.96,9.67,5.18,36.81,25.28
232,21.55,9.33,5.17,36.06,26.86
233,23.89,9.41,5.32,38.62,26.15
234,20.12,9.81,5.15,35.07,23.76
235,24.88,9.94,5.37,40.19,26.52
236,24.88,9.2,5.34,39.41,24.61
237,21.46,9.44,5.17,36.06,27.11
238,21.02,10.19,5.22,36.43,25.39
239,24.72,10.05,5.42,40.18,25.11
240,22.53,9.81,5.19,37.53,26.73
241,22.59,9.8,5.32,37.7,27.17
242,23.08,9.62,5.24,37.94,28.32
243,23.3,9.3,5.31,37.92,25.6
244,24.3,10,5.35,39.65,27.34
245,22.13,10.39,5.14,37.66,26.74
246,23.58,10.05,5.33,38.97,26.36
247,24.19,9.4,5.35,38.94,28.04
248,21.48,9.98,5.23,36.69,26.16
249,21.03,9.53,5.23,35.79,28.63
250,21.48,9.92,5.13,36.53,26.71
251,21.66,9.66,5.22,36.54,26.02
252,19.65,9.68,5.03,34.36,26.71
253,21.57,9.31,5.16,36.04,27.39
254,19.95,9.91,5.12,34.98,25.72
255,22.4,9.69,5.27,37.36,27.66
256,22.18,9.59,5.21,36.99,25.7
257,23.14,9.32,5.3,37.76,27.33
258,22,9.66,5.23,36.89,26.83
259,24.97,9.55,5.28,39.81,25.1
260,20.78,9.25,5.17,35.2,24.54
261,21.82,9.33,5.1,36.25,28.48
262,20.48,9.92,5.2,35.61,26.51
263,21.63,9.67,5.19,36.49,25.44
264,24.06,9.69,5.29,39.04,26
265,21.02,9.86,5.21,36.08,26.61
266,21.75,9.57,5.23,36.55,28.32
267,19.9,9.55,5.1,34.55,27.1
268,20.82,9.78,5.18,35.78,29.06
269,21.29,10.16,5.26,36.71,25.51
270,24.19,9.5,5.27,38.96,27.49
271,21.91,9.3,5.19,36.4,25.55
272,23.42,9.07,5.22,37.71,26.79
273,20.17,9.77,5.11,35.05,27.55
274,24.67,9.52,5.29,39.48,26.97
275,22.47,9.68,5.23,37.37,26.89
276,20.93,9.73,5.19,35.85,27.26
277,22.84,9.29,5.28,37.41,26.93
278,25.07,9.67,5.33,40.07,28.26
279,25.65,9.94,5.41,41,27.71
280,22.55,9.56,5.19,37.31,27.1
281,27.55,9.72,5.39,42.66,26.5
282,24.92,9.49,5.26,39.67,26.69
283,23.19,9.88,5.17,38.23,25.34
284,23.33,9.58,5.3,38.21,27.2
285,20.81,9.8,5.13,35.74,27.35
286,20.7,10.03,5.19,35.92,27.81
287,22.43,9.54,5.29,37.26,27.99
288,25.34,9.71,5.33,40.38,27.67
289,22.79,9.88,5.31,37.99,25.59
290,22.59,9.14,5.23,36.96,27.61
291,21.95,9.99,5.29,37.24,27.66
292,22.52,9.79,5.22,37.53,26.76
293,24.5,9.9,5.29,39.69,26.28
294,24.52,9.45,5.21,39.17,22.95
295,24.96,9.66,5.41,40.03,26.37
296,22.19,10.12,5.19,37.51,28.58
297,24.56,9.32,5.29,39.17,26.82
298,24.49,9.05,5.36,38.9,28.22
299,16.84,9.86,5.14,31.84,26.92
300,22.18,9.9,5.33,37.4,24.76
301,22.65,9.44,5.22,37.31,25.2
302,21.79,9.61,5.16,36.57,27.8
303,20.12,9.96,5.16,35.23,27.02
304,25.42,10.2,5.48,41.1,27.51
305,22.86,9.97,5.27,38.09,25.81
306,22.29,9.34,5.21,36.84,25.97
307,25.97,9.36,5.54,40.86,25.56
308,23.12,9.95,5.42,38.49,26.76
309,25.78,10.06,5.32,41.16,27.98
310,22.32,9.36,5.23,36.91,27.79
311,23.64,10.09,5.24,38.97,26.42
312,23.45,9.13,5.31,37.89,25.32
313,22.61,10.13,5.26,38,26.28
314,25.68,9.69,5.35,40.73,26.71
315,21.25,9.39,5.09,35.73,26.52
316,21.5,9.87,5.22,36.59,28.07
317,23.3,9.54,5.31,38.15,26.53
318,22.69,9.55,5.23,37.46,27.87
319,24.92,9.77,5.4,40.1,26.9
320,22.76,9.83,5.11,37.7,28.3
321,20.68,9.56,5.09,35.34,25.13
322,23.62,9.79,5.31,38.72,24.29
323,25.17,10.2,5.44,40.81,28.1
324,23.49,9.71,5.24,38.44,27.01
325,22.15,9.25,5.23,36.64,25.1
326,24.64,9.31,5.21,39.15,26.94
327,22.21,9.61,5.27,37.09,25.1
328,21.23,10.33,5.21,36.76,24.51
329,20.08,9.98,5.17,35.23,26.39
330,22.15,10.02,5.25,37.43,25.74
331,21.83,9.72,5.18,36.72,29.22
332,21.57,10.19,5.21,36.97,27.08
333,23.14,9.12,5.17,37.43,25.99
334,17.11,9.56,5.15,31.82,26.32
335,22.28,9.62,5.24,37.14,25.17
336,25.06,9.47,5.39,39.93,26.56
337,23.06,9.62,5.32,38,27.17
338,16.52,9.32,5.19,31.03,26.04
339,21.08,9.9,5.13,36.11,26.01
340,22.32,10.2,5.45,37.96,27.67
341,21.01,9.38,5.19,35.58,24.09
342,24.65,10.13,5.39,40.17,26.11
343,23.3,9.74,5.28,38.32,26.35
344,24.18,9.78,5.27,39.23,25.4
345,21.31,9.2,5.13,35.64,28.25
346,24.04,10.06,5.35,39.44,25.71
347,21.83,10.02,5.2,37.05,23.9
348,21.2,9.68,5.08,35.96,25.99
349,24.1,9.5,5.43,39.03,28.86
350,19.25,9.7,5.08,34.03,25.67
351,21.21,10.08,5.2,36.48,26.59
352,20.01,9.53,5.05,34.59,28.03
353,21.96,9.92,5.17,37.05,26.32
354,24.07,9.91,5.37,39.35,26.61
355,21.8,9.87,5.26,36.92,26.02
356,22.79,9.95,5.34,38.09,28.77
357,23.86,9.76,5.26,38.87,23.96
358,22.79,10.2,5.26,38.24,28.43
359,20.29,9.74,5.15,35.18,25.12
360,24.68,9.64,5.34,39.65,26.18
361,23.13,9.82,5.23,38.17,25.39
362,20.96,9.38,5.12,35.46,25.28
363,24.59,9.47,5.28,39.35,25.13
364,22.08,9.83,5.17,37.08,26.32
365,19.79,9.6,5.03,34.43,26.58
366,23.24,10.03,5.32,38.6,24.87
367,19.73,9.92,5.09,34.74,26.83
368,22.48,9.8,5.31,37.6,28.45
369,21.17,9.56,5.19,35.93,25.62
370,23.58,9.87,5.4,38.85,27.66
371,20.83,9.55,5.2,35.59,26.46
372,24.61,9.7,5.39,39.7,25.32
373,22.02,9.48,5.13,36.62,25.3
374,24.51,9.76,5.28,39.55,26.29
375,24.04,9.19,5.25,38.47,24.3
376,23.47,9.78,5.25,38.5,26.79
377,20.7,10,5.18,35.88,27.87
378,23.99,9.62,5.4,39.01,26.67
379,18.86,9.95,5.13,33.94,25.97
380,21.95,9.62,5.23,36.8,26.17
381,21.99,9.78,5.12,36.89,26.24
382,17.86,9.5,5.05,32.41,26.22
383,23.53,9.89,5.25,38.67,26.85
384,22.14,9.52,5.32,36.98,25.44
385,22.53,9.38,5.3,37.2,24.27
386,22.51,9.73,5.23,37.47,26.23
387,22.1,9.75,5.17,37.02,26.81
388,23.02,9.46,5.23,37.71,25.31
389,22.98,9.96,5.21,38.15,25.56
390,22.09,10.12,5.23,37.44,28.23
391,20.11,9.91,5.12,35.14,25.38
392,22.9,9.66,5.29,37.84,26.8
393,25.17,10.14,5.39,40.69,25.85
394,23.66,9.51,5.21,38.38,27.15
395,22.69,10.19,5.26,38.14,26.16
396,23.48,9.62,5.26,38.36,26.91
397,22.59,9.81,5.18,37.58,26.58
398,20,9.71,5.11,34.82,26.07
399,20.71,9.85,5.14,35.69,26.55
400,20.49,9.93,5.09,35.51,24.01
401,22.66,9.7,5.23,37.6,26.93
402,22.5,9.53,5.28,37.31,26.31
403,23.53,9.76,5.17,38.47,27.46
404,19.33,10.14,5.17,34.64,25.9
405,23.25,9.58,5.29,38.12,27.07
406,23.01,9.92,5.25,38.18,30.42
407,22.49,9.55,5.22,37.26,25.13
408,21.17,9.99,5.17,36.33,25.79
409,22.34,9.47,5.22,37.03,27.24
410,23.18,9.3,5.23,37.7,26.03
411,23.16,9.95,5.3,38.41,27.15
412,22.52,9.48,5.25,37.25,27.31
413,21.68,9.88,5.18,36.74,27.54
414,24.64,9.38,5.42,39.43,25.12
415,21.14,9.84,5.16,36.13,28.67
416,21.32,9.9,5.27,36.49,22.81
417,24.25,9.52,5.3,39.07,27.35
418,22.23,9.51,5.24,36.98,25.22
419,22.03,9.64,5.18,36.85,25.79
420,23.55,9.93,5.32,38.8,26.05
421,23.79,9.88,5.29,38.97,24.67
422,23.48,9.52,5.37,38.36,27.43
423,24.1,9.36,5.34,38.8,28.93
424,22.82,9.64,5.26,37.72,25.59
425,24.3,9.46,5.28,39.04,26.48
426,24.5,9.32,5.3,39.12,27.21
427,24.3,10.15,5.45,39.9,26.24
428,21.56,9.94,5.16,36.66,27.06
429,23.57,9.97,5.32,38.86,24.36
430,22.96,9.41,5.29,37.66,25.42
431,22.16,9.97,5.36,37.49,25.51
432,24.47,9.78,5.36,39.61,28.76
433,21.75,9.87,5.21,36.83,24.6
434,22.92,9.47,5.29,37.68,23.37
435,24.95,9.28,5.37,39.59,25.17
436,23.88,9.56,5.31,38.75,25.62
437,23.67,10.15,5.3,39.13,25.96
438,21.87,9.96,5.2,37.03,26.77
439,24.12,9.9,5.32,39.34,25.7
440,21.24,9.87,5.16,36.26,27.82
441,25.16,9.58,5.42,40.15,28.56
442,25.95,9.41,5.35,40.7,28.43
443,21.47,9.8,5.18,36.46,26.03
444,21.09,9.55,5.2,35.83,28.46
445,23.6,9.77,5.27,38.64,27.4
446,20.57,10.03,5.15,35.75,28
447,20.66,9.73,5.23,35.62,26.81
448,22.49,9.44,5.23,37.15,27.95
449,24.5,9.59,5.26,39.36,26.31
450,17.88,9.5,5.19,32.57,26.12
451,22.64,9.65,5.2,37.49,24.51
452,23.01,9.54,5.27,37.83,27.64
453,23.35,9.68,5.26,38.29,27.28
454,23.41,9.66,5.33,38.4,29.81
455,24.62,10.42,5.38,40.41,23.94
456,23.06,9.9,5.26,38.22,26.22
457,21.62,9.76,5.19,36.57,25.53
458,19.59,9.28,5.2,34.08,23.92
459,24.57,9.15,5.34,39.06,28.14
460,22.25,9.36,5.22,36.83,24.72
461,24.53,9.85,5.29,39.68,26.29
462,23.43,10.09,5.33,38.85,25.43
463,21.5,10.03,5.19,36.73,27.89
464,21.91,9.67,5.21,36.79,29.93
465,23.75,10.23,5.34,39.32,27.69
466,20.85,9.84,5.22,35.91,27.59
467,21.81,9.89,5.27,36.97,27.33
468,21.5,9.72,5.21,36.44,27.48
469,22.93,9.58,5.32,37.83,25.79
470,22.44,9.91,5.17,37.52,25.99
471,20.89,9.75,5.05,35.69,26.12
472,23.82,9.55,5.27,38.64,26.75
473,24.21,9.38,5.28,38.87,26.48
474,23.01,9.61,5.26,37.88,25.12
475,22.92,9.6,5.31,37.83,29.33
476,19.78,9.36,5.14,34.28,25.5
477,21.31,10.02,5.24,36.56,25.51
478,23.2,9.74,5.3,38.23,24.96
479,22.77,9.5,5.24,37.51,25.37
480,21.45,9.84,5.18,36.46,25.49
481,22.99,9.74,5.28,38.01,26.95
482,24.24,9.63,5.31,39.17,25.42
483,21.4,9.13,5.16,35.7,25.62
484,20.67,9.69,5.03,35.39,24.36
485,25.64,9.62,5.4,40.66,28.55
486,22.9,10.27,5.28,38.46,27.91
487,22.34,9.77,5.23,37.34,27.77
488,23.3,9.99,5.28,38.56,26.52
489,23.41,9.45,5.38,38.25,25.37
490,23.85,10.46,5.34,39.65,25.08
491,22.73,9.89,5.18,37.81,27.65
492,20.2,9.78,5.12,35.11,25.64
493,23.23,9.72,5.27,38.22,28.35
494,20.7,9.91,5.15,35.76,25.2
495,19.51,9.37,5.13,34.01,28.24
496,18.66,9.84,5.09,33.59,27.07
497,23.8,9.97,5.31,39.08,26.37
498,23.02,9.59,5.2,37.81,25.08
499,24.86,9.41,5.27,39.54,26.81
500,23.53,10.19,5.3,39.02,28.08
501,22.04,9.45,5.23,36.72,27.34
502,25.12,10.04,5.38,40.54,25.33
503,20.49,9.37,5.11,34.96,24.84
504,22.21,9.61,5.21,37.03,28.69
505,22.7,9.8,5.2,37.7,25.26
506,23.82,9.81,5.28,38.92,24.83
507,22.71,9.84,5.25,37.79,27.12
508,23.74,10.2,5.23,39.17,26.03
509,24.2,9.82,5.34,39.36,25.75
510,24.69,9.7,5.31,39.7,26.53
511,20.32,9.92,5.1,35.34,26.56
512,28.32,10.02,5.47,43.81,25.69
513,21.7,9.81,5.14,36.65,24.65
514,19.27,9.54,5.12,33.93,25.14
515,23.2,9.61,5.28,38.09,26.58
516,21.68,9.55,5.09,36.31,25.9
517,21.85,9.65,5.23,36.73,28.42
518,20.21,9.74,5.22,35.18,29.36
519,23.06,9.87,5.28,38.21,26.47
520,22.56,9.99,5.25,37.8,26.87
521,23.62,9.91,5.35,38.88,25.25
522,22.81,9.77,5.41,37.99,25.45
523,23.57,9.53,5.34,38.44,27.93
524,21.34,9.98,5.19,36.51,26.37
525,22.1,9.93,5.26,37.29,25.44
526,25.44,9.59,5.31,40.35,25.75
527,23.53,9.86,5.32,38.71,26.34
528,20.4,9.89,5.11,35.4,27.09
529,23.03,9.98,5.27,38.28,31
530,24.2,9.78,5.3,39.28,28.21
531,24.26,9.42,5.39,39.07,26.18
532,20.19,9.67,5.1,34.95,28.7
533,22.18,8.99,5.2,36.37,24.67
534,22.54,9.67,5.24,37.45,27.86
535,21.42,9.89,5.23,36.54,27.01
536,23.7,9.86,5.21,38.77,26.47
537,21.95,9.68,5.19,36.82,25.77
538,19.64,9.54,5.15,34.33,29.27
539,24.55,10.29,5.32,40.15,26.21
540,25.23,10.05,5.32,40.6,26.24
541,28.46,9.64,5.37,43.47,27.24
542,23.59,10.02,5.3,38.91,29.71
543,21.99,10.01,5.23,37.24,27.57
544,23.87,10.08,5.29,39.25,28.97
545,23.43,9.7,5.39,38.52,29.71
546,22.88,9.93,5.31,38.12,26.48
547,20.14,9.55,5.19,34.88,25.98
548,21.66,9.4,5.23,36.29,26.49
549,20.18,9.9,5.12,35.2,28.43
550,25.09,9.64,5.31,40.04,25.89
551,21.86,10.3,5.14,37.3,27.51
552,25.68,9.69,5.39,40.75,27.61
553,22.13,9.52,5.24,36.88,24.08
554,23.52,9.15,5.19,37.85,26.89
555,25.12,9.71,5.23,40.06,29.9
556,19.75,9.52,5.08,34.35,28.01
557,23,9.47,5.21,37.68,27.53
558,24.15,9.64,5.3,39.09,27.55
559,27.32,10.12,5.28,42.73,28.01
560,23.61,9.86,5.34,38.8,25.92
561,21.15,9.38,5.25,35.79,25.68
562,23.02,9.43,5.3,37.75,27.97
563,25.09,9.5,5.26,39.85,26.42
564,23.29,9.8,5.32,38.41,27.15
565,25.48,9.9,5.31,40.69,27.78
566,20.97,9.87,5.2,36.04,27.06
567,22.31,9.69,5.26,37.26,24.53
568,22.83,9.44,5.21,37.48,28.58
569,24.15,9.55,5.31,39.01,25.76
570,20.35,10.16,5.28,35.79,28.97
571,29.12,9.95,5.36,44.43,28.06
572,22.95,10.25,5.35,38.55,28.6
573,25,10.17,5.28,40.45,26.11
574,21.85,10.1,5.19,37.13,26.04
575,25.1,9.87,5.48,40.46,24.85
576,21.75,9.79,5.13,36.67,24.11
577,22.06,9.87,5.17,37.1,28.4
578,22.7,9.72,5.26,37.68,27.69
579,23.68,9.78,5.32,38.78,29.29
580,23.28,9.81,5.25,38.34,28.53
581,22.29,9.55,5.2,37.05,30.17
582,23.98,9.66,5.34,38.98,27.62
583,23.66,9.2,5.26,38.12,25.88
584,23,9.5,5.21,37.7,27.45
585,21.87,10.07,5.05,36.99,28.04
586,19.99,9.86,5.13,34.98,29.19
587,22.74,9.71,5.21,37.65,28.31
588,22.43,10.48,5.19,38.1,25.35
589,23.6,10.21,5.42,39.23,25.64
590,20.77,9.51,5.13,35.42,25.37
591,21.39,9.87,5.2,36.45,26.69
592,19.69,9.69,5.1,34.48,25.45
593,24.11,9.7,5.23,39.03,27.79
594,24.79,9.32,5.35,39.46,26.59
595,22.61,9.51,5.3,37.42,26.75
596,22.89,9.64,5.23,37.76,25.61
597,19.3,9.76,5.22,34.28,27.12
598,21.57,9.72,5.25,36.54,28.71
599,23.05,9.81,5.21,38.06,25.54
600,24.21,9.98,5.34,39.53,27.18
601,22.13,9.61,5.18,36.92,26.92
602,23.77,9.46,5.35,38.58,25.27
603,24.48,9.34,5.33,39.14,27.06
604,21.38,9.83,5.18,36.39,27.77
605,23.87,9.7,5.29,38.86,27.74
606,19.98,9.49,5.13,34.6,27.3
607,22.61,9.84,5.33,37.78,28.76
608,25.61,9.2,5.3,40.12,26.07
609,21.97,9.68,5.21,36.86,26.66
610,20.79,9.65,5.17,35.61,26.17
611,23.06,9.51,5.17,37.74,27.51
612,21.8,9.74,5.22,36.76,25.93
613,22.47,9.67,5.26,37.39,27.36
614,22.53,9.65,5.3,37.48,26.13
615,21.66,9.86,5.18,36.7,25.94
616,23.06,9.57,5.22,37.85,26.79
617,22.13,9.85,5.2,37.18,28
618,22.2,10.02,5.23,37.46,26.96
619,20.68,9.74,5.17,35.59,25.93
620,24.85,10.01,5.35,40.2,25.94
621,22.78,9.4,5.36,37.55,26.06
622,20.48,9.79,5.16,35.42,24.19
623,23.86,9.82,5.3,38.98,23.15
624,23.97,9.94,5.34,39.25,30.31
625,25.78,9.61,5.5,40.89,27.01
626,20.42,9.82,5.12,35.35,28.4
627,23.14,9.65,5.25,38.04,26.36
628,22.2,9.69,5.31,37.2,27.88
629,20.59,9.97,5.14,35.7,28.48
630,25.84,9.85,5.38,41.07,24.29
631,21.55,9.65,5.25,36.45,24.55
632,24.13,9.46,5.35,38.94,26.81
633,24.1,9.8,5.37,39.27,26.52
634,22.6,9.94,5.31,37.84,28.01
